"","geoid","USPS","pop2010"
"2228","49003","UT",49975
"2229","18029","IN",50047
"2230","17063","IL",50063
"2231","36057","NY",50219
"2232","01045","AL",50251
"2233","40079","OK",50384
"2234","36017","NY",50477
"2235","17073","IL",50486
"2236","13039","GA",50513
"2237","72075","PR",50747
"2238","48073","TX",50845
"2239","05035","AR",50902
"2240","72023","PR",50917
"2241","40147","OK",50976
"2242","37189","NC",51079
"2243","36107","NY",51125
"2244","28151","MS",51137
"2245","48221","TX",51182
"2246","55043","WI",51208
"2247","08067","CO",51334
"2248","47089","TN",51407
"2249","24047","MD",51454
"2250","27169","MN",51461
"2251","36033","NY",51599
"2252","29213","MO",51675
"2253","32019","NV",51980
"2254","22099","LA",52160
"2255","08037","CO",52197
"2256","37141","NC",52217
"2257","23025","ME",52228
"2258","13103","GA",52250
"2259","47107","TN",52266
"2260","29169","MO",52274
"2261","26027","MI",52293
"2262","39159","OH",52300
"2263","22115","LA",52334
"2264","55135","WI",52410
"2265","40051","OK",52431
"2266","29113","MO",52566
"2267","48467","TX",52579
"2268","29101","MO",52595
"2269","22089","LA",52780
"2270","47031","TN",52796
"2271","42127","PA",52822
"2272","17095","IL",52919
"2273","01113","AL",52947
"2274","39037","OH",52959
"2275","39005","OH",53139
"2276","01071","AL",53227
"2277","48401","TX",53330
"2278","17141","IL",53497
"2279","54037","WV",53498
"2280","04007","AZ",53597
"2281","35015","NM",53829
"2282","17029","IL",53873
"2283","27025","MN",53887
"2284","51089","VA",54151
"2285","17007","IL",54165
"2286","47145","TN",54181
"2287","48323","TX",54258
"2288","72119","PR",54304
"2289","23009","ME",54418
"2290","01033","AL",54428
"2291","01001","AL",54571
"2292","48199","TX",54635
"2293","22101","LA",54650
"2294","37083","NC",54691
"2295","51031","VA",54842
"2296","51191","VA",54876
"2297","42121","PA",54984
"2298","12131","FL",55043
"2299","13129","GA",55186
"2300","06069","CA",55269
"2301","32510","NV",55274
"2302","45021","SC",55342
"2303","06109","CA",55365
"2304","02122","AK",55400
"2305","54079","WV",55486
"2306","36035","NY",55531
"2307","20169","KS",55606
"2308","28073","MS",55658
"2309","39129","OH",55698
"2310","26157","MI",55729
"2311","28109","MS",55834
"2312","08014","CO",55889
"2313","47035","TN",56053
"2314","51067","VA",56159
"2315","08045","CO",56389
"2316","54049","WV",56418
"2317","37065","NC",56552
"2318","18011","IN",56640
"2319","50027","VT",56670
"2320","39147","OH",56745
"2321","47073","TN",56833
"2322","55021","WI",56833
"2323","27111","MN",57303
"2324","01009","AL",57322
"2325","42103","PA",57369
"2326","47019","TN",57424
"2327","23017","ME",57833
"2328","37105","NC",57866
"2329","22113","LA",57999
"2330","37047","NC",58098
"2331","29145","MO",58114
"2332","49045","UT",58218
"2333","48001","TX",58458
"2334","72069","PR",58466
"2335","17195","IL",58498
"2336","37061","NC",58505
"2337","31079","NE",58607
"2338","53071","WA",58781
"2339","21125","KY",58849
"2340","27027","MN",58999
"2341","37087","NC",59036
"2342","48497","TX",59127
"2343","26015","MI",59173
"2344","37107","NC",59495
"2345","50023","VT",59534
"2346","39077","OH",59626
"2347","72145","PR",59662
"2348","18173","IN",59689
"2349","28087","MS",59779
"2350","37077","NC",59916
"2351","36037","NY",60079
"2352","33001","NH",60088
"2353","45043","SC",60158
"2354","17077","IL",60218
"2355","21185","KY",60316
"2356","13157","GA",60485
"2357","40047","OK",60580
"2358","37167","NC",60585
"2359","37069","NC",60619
"2360","53045","WA",60699
"2361","39083","OH",60921
"2362","39143","OH",60944
"2363","72005","PR",60949
"2364","48427","TX",60968
"2365","47167","TN",61081
"2366","26149","MI",61295
"2367","50021","VT",61642
"2368","38101","ND",61675
"2369","45055","SC",61697
"2370","05115","AR",61754
"2371","22001","LA",61773
"2372","39167","OH",61778
"2373","05033","AR",61948
"2374","55111","WI",61976
"2375","36077","NY",62259
"2376","54055","WV",62264
"2377","55017","WI",62415
"2378","39087","OH",62450
"2379","27035","MN",62500
"2380","47063","TN",62544
"2381","42015","PA",62622
"2382","41011","OR",63043
"2383","21199","KY",63063
"2384","36021","NY",63096
"2385","36115","NY",63216
"2386","26117","MI",63342
"2387","30049","MT",63395
"2388","37163","NC",63431
"2389","13179","GA",63453
"2390","06103","CA",63463
"2391","37037","NC",63505
"2392","51143","VA",63506
"2393","35035","NM",63797
"2394","26067","MI",63905
"2395","13047","GA",63942
"2396","27013","MN",64013
"2397","13255","GA",64073
"2398","27131","MN",64142
"2399","20155","KS",64511
"2400","36043","NY",64519
"2401","48347","TX",64524
"2402","06033","CA",64665
"2403","35025","NM",64727
"2404","39009","OH",64757
"2405","48409","TX",64804
"2406","21195","KY",65024
"2407","51061","VA",65203
"2408","42025","PA",65249
"2409","29187","MO",65359
"2410","36051","NY",65393
"2411","51199","VA",65464
"2412","21145","KY",65565
"2413","48203","TX",65631
"2414","35005","NM",65645
"2415","36113","NY",65707
"2416","20015","KS",65880
"2417","34033","NJ",66083
"2418","19049","IA",66135
"2419","47147","TN",66283
"2420","17199","IL",66357
"2421","41035","OR",66380
"2422","37031","NC",66469
"2423","39101","OH",66501
"2424","45059","SC",66537
"2425","38035","ND",66861
"2426","51095","VA",67009
"2427","01127","AL",67023
"2428","13285","GA",67044
"2429","26103","MI",67077
"2430","15007","HI",67091
"2431","17001","IL",67103
"2432","42037","PA",67295
"2433","12023","FL",67531
"2434","28067","MS",67761
"2435","37161","NC",67810
"2436","48471","TX",67861
"2437","05085","AR",68356
"2438","51019","VA",68676
"2439","45031","SC",68681
"2440","13295","GA",68756
"2441","47059","TN",68831
"2442","18109","IN",68894
"2443","18177","IN",68917
"2444","42005","PA",68941
"2445","54033","WV",69099
"2446","37193","NC",69340
"2447","13013","GA",69367
"2448","40125","OK",69442
"2449","45047","SC",69661
"2450","39081","OH",69709
"2451","40037","OK",69967
"2452","18059","IN",70002
"2453","55097","WI",70019
"2454","18053","IN",70061
"2455","13031","GA",70217
"2456","26073","MI",70311
"2457","39013","OH",70400
"2458","26155","MI",70648
"2459","40101","OK",70990
"2460","01049","AL",71109
"2461","20161","KS",71115
"2462","25011","MA",71372
"2463","53009","WA",71404
"2464","35031","NM",71492
"2465","04001","AZ",71518
"2466","23003","ME",71870
"2467","06115","CA",72155
"2468","47141","TN",72321
"2469","53007","WA",72453
"2470","53027","WA",72797
"2471","40145","OK",73085
"2472","12087","FL",73090
"2473","22045","LA",73240
"2474","12089","FL",73314
"2475","36053","NY",73442
"2476","37171","NC",73673
"2477","51015","VA",73750
"2478","21047","KY",73955
"2479","72135","PR",74066
"2480","48021","TX",74171
"2481","45073","SC",74273
"2482","21029","KY",74319
"2483","12107","FL",74364
"2484","18043","IN",74578
"2485","55141","WI",74749
"2486","39063","OH",74782
"2487","72139","PR",74842
"2488","28035","MS",74934
"2489","24001","MD",75087
"2490","47001","TN",75129
"2491","26037","MI",75382
"2492","48099","TX",75388
"2493","41053","OR",75403
"2494","56025","WY",75450
"2495","53041","WA",75455
"2496","51680","VA",75568
"2497","48291","TX",75643
"2498","29031","MO",75674
"2499","41059","OR",75889
"2500","29051","MO",75990
"2501","20103","KS",76227
"2502","26159","MI",76258
"2503","51165","VA",76314
"2504","35061","NM",76569
"2505","45057","SC",76652
"2506","18005","IN",76794
"2507","05145","AR",77076
"2508","39043","OH",77079
"2509","33005","NH",77117
"2510","16083","ID",77230
"2511","40119","OK",77350
"2512","18085","IN",77358
"2513","29043","MO",77422
"2514","05069","AR",77435
"2515","36105","NY",77547
"2516","42111","PA",77742
"2517","39141","OH",78064
"2518","53021","WA",78163
"2519","37109","NC",78265
"2520","51069","VA",78305
"2521","48397","TX",78337
"2522","53029","WA",78506
"2523","48213","TX",78532
"2524","54081","WV",78859
"2525","01051","AL",79303
"2526","39145","OH",79499
"2527","13127","GA",79626
"2528","36011","NY",80026
"2529","28075","MS",80261
"2530","36009","NY",80317
"2531","01043","AL",80406
"2532","47119","TN",80956
"2533","37195","NC",81234
"2534","38015","ND",81308
"2535","30013","MT",81327
"2536","55071","WI",81442
"2537","17183","IL",81625
"2538","42033","PA",81642
"2539","48361","TX",81837
"2540","36019","NY",82128
"2541","01121","AL",82291
"2542","41033","OR",82713
"2543","18067","IN",82752
"2544","01083","AL",82782
"2545","16005","ID",82839
"2546","44005","RI",82888
"2547","28081","MS",82910
"2548","21151","KY",82916
"2549","37027","NC",83029
"2550","22097","LA",83384
"2551","01115","AL",83593
"2552","26111","MI",83629
"2553","55055","WI",83686
"2554","13297","GA",83768
"2555","55109","WI",84345
"2556","51800","VA",84585
"2557","13247","GA",85215
"2558","41003","OR",85579
"2559","39119","OH",86074
"2560","48231","TX",86129
"2561","55089","WI",86395
"2562","48005","TX",86771
"2563","48469","TX",86793
"2564","40131","OK",86905
"2565","54107","WV",86956
"2566","26055","MI",86986
"2567","06045","CA",87841
"2568","37125","NC",88247
"2569","26087","MI",88319
"2570","27141","MN",88499
"2571","24009","MD",88737
"2572","55027","WI",88759
"2573","42039","PA",88765
"2574","36015","NY",88830
"2575","42063","PA",88880
"2576","02170","AK",88995
"2577","72097","PR",89080
"2578","33009","NH",89118
"2579","53025","WA",89120
"2580","29021","MO",89201
"2581","29165","MO",89322
"2582","30031","MT",89513
"2583","19169","IA",89542
"2584","72137","PR",89609
"2585","47155","TN",89889
"2586","21037","KY",90336
"2587","37023","NC",90912
"2588","30029","MT",90928
"2589","27019","MN",91042
"2590","42073","PA",91108
"2591","56021","WY",91738
"2592","51161","VA",92376
"2593","45075","SC",92501
"2594","48037","TX",92565
"2595","39157","OH",92582
"2596","01077","AL",92709
"2597","01095","AL",93019
"2598","19155","IA",93158
"2599","39055","OH",93389
"2600","12119","FL",93420
"2601","37157","NC",93643
"2602","19061","IA",93653
"2603","36117","NY",93772
"2604","51121","VA",94392
"2605","42097","PA",94528
"2606","13095","GA",94565
"2607","06101","CA",94737
"2608","28089","MS",95203
"2609","51740","VA",95535
"2610","12035","FL",95696
"2611","37127","NC",95840
"2612","05051","AR",96024
"2613","54061","WV",96189
"2614","13115","GA",96317
"2615","22057","LA",96318
"2616","54011","WV",96319
"2617","72013","PR",96440
"2618","05031","AR",96443
"2619","21059","KY",96656
"2620","51770","VA",97032
"2621","34009","NJ",97265
"2622","02090","AK",97581
"2623","72061","PR",97924
"2624","37045","NC",98078
"2625","47113","TN",98294
"2626","24045","MD",98733
"2627","55035","WI",98736
"2628","06057","CA",98764
"2629","12055","FL",98786
"2630","47011","TN",98963
"2631","51003","VA",98970
"2632","36101","NY",98990
"2633","41071","OR",99193
"2634","29037","MO",99478
"2635","36079","NY",99710
"2636","51085","VA",99863
"2637","26091","MI",99892
"2638","13217","GA",99958
"2639","13015","GA",100157
"2640","46103","SD",100948
"2641","24015","MD",101108
"2642","42001","PA",101407
"2643","29071","MO",101492
"2644","39007","OH",101497
"2645","01069","AL",101547
"2646","36109","NY",101564
"2647","55039","WI",101633
"2648","19193","IA",102172
"2649","55127","WI",102228
"2650","53015","WA",102410
"2651","39109","OH",102506
"2652","13313","GA",102599
"2653","48257","TX",103350
"2654","37049","NC",103505
"2655","54003","WV",104169
"2656","16019","ID",104234
"2657","01055","AL",104430
"2658","24037","MD",105151
"2659","17037","IL",105160
"2660","21093","KY",105543
"2661","39003","OH",106331
"2662","13113","GA",106567
"2663","37089","NC",106740
"2664","05125","AR",107118
"2665","22005","LA",107215
"2666","37019","NC",107431
"2667","04017","AZ",107449
"2668","45085","SC",107456
"2669","41019","OR",107667
"2670","23001","ME",107702
"2671","26045","MI",107759
"2672","26017","MI",107771
"2673","39029","OH",107841
"2674","18167","IN",107848
"2675","36069","NY",107931
"2676","48091","TX",108472
"2677","34041","NJ",108692
"2678","13185","GA",109233
"2679","30063","MT",109299
"2680","48451","TX",110224
"2681","18019","IN",110232
"2682","13045","GA",110527
"2683","17115","IL",110768
"2684","20045","KS",110826
"2685","26005","MI",111408
"2686","18091","IN",111467
"2687","22109","LA",111860
"2688","36089","NY",111944
"2689","49005","UT",112656
"2690","05045","AR",113237
"2691","17091","IL",113449
"2692","21227","KY",113792
"2693","17099","IL",113924
"2694","47189","TN",113993
"2695","39169","OH",114520
"2696","55063","WI",114638
"2697","37085","NC",114678
"2698","17093","IL",114736
"2699","55117","WI",115507
"2700","40017","OK",115541
"2701","42081","PA",116111
"2702","36045","NY",116229
"2703","42085","PA",116638
"2704","41043","OR",116672
"2705","13059","GA",116714
"2706","53057","WA",116901
"2707","48367","TX",116927
"2708","22015","LA",116979
"2709","29097","MO",117404
"2710","18035","IN",117671
"2711","09015","CT",118428
"2712","01015","AL",118572
"2713","21015","KY",118811
"2714","45077","SC",119224
"2715","01103","AL",119490
"2716","48381","TX",120725
"2717","48181","TX",120877
"2718","48375","TX",121073
"2719","22105","LA",121097
"2720","48183","TX",121730
"2721","36075","NY",122109
"2722","23011","ME",122151
"2723","51177","VA",122397
"2724","37191","NC",122623
"2725","47179","TN",122979
"2726","47009","TN",123010
"2727","33017","NH",123143
"2728","13073","GA",124053
"2729","40031","OK",124098
"2730","39139","OH",124475
"2731","27171","MN",124700
"2732","39173","OH",125488
"2733","05131","AR",125744
"2734","44009","RI",126979
"2735","42013","PA",127089
"2736","13077","GA",127317
"2737","22063","LA",128026
"2738","34019","NJ",128349
"2739","51179","VA",128961
"2740","27139","MN",129928
"2741","35045","NM",130044
"2742","19103","IA",130882
"2743","19013","IA",131090
"2744","25003","MA",131219
"2745","04003","AZ",131346
"2746","48485","TX",131500
"2747","48441","TX",131506
"2748","48187","TX",131533
"2749","35043","NM",131561
"2750","22079","LA",131613
"2751","18095","IN",131636
"2752","55131","WI",131887
"2753","13097","GA",132403
"2754","42075","PA",133568
"2755","37135","NC",133801
"2756","55073","WI",134063
"2757","37155","NC",134168
"2758","04005","AZ",134421
"2759","06023","CA",134623
"2760","36013","NY",134905
"2761","17179","IL",135394
"2762","26025","MI",136146
"2763","06055","CA",136484
"2764","45035","SC",136555
"2765","42051","PA",136606
"2766","48329","TX",136872
"2767","45041","SC",136885
"2768","48135","TX",137130
"2769","51650","VA",137436
"2770","18105","IN",137974
"2771","12061","FL",138028
"2772","49053","UT",138115
"2773","39023","OH",138333
"2774","37159","NC",138428
"2775","16055","ID",138494
"2776","18081","IN",139654
"2777","28059","MS",139668
"2778","13153","GA",139900
"2779","51510","VA",139966
"2780","01081","AL",140247
"2781","12017","FL",141236
"2782","28121","MS",141617
"2783","37151","NC",141752
"2784","13223","GA",142324
"2785","72025","PR",142893
"2786","42021","PA",143679
"2787","35049","NM",144170
"2788","27109","MN",144248
"2789","18063","IN",145448
"2790","39045","OH",146156
"2791","12085","FL",146318
"2792","33013","NH",146445
"2793","24017","MD",146551
"2794","08077","CO",146723
"2795","24043","MD",147430
"2796","17161","IL",147546
"2797","30111","MT",147972
"2798","42107","PA",148289
"2799","34037","NJ",149265
"2800","48139","TX",149610
"2801","42055","PA",149618
"2802","38017","ND",149778
"2803","27145","MN",150642
"2804","06039","CA",150865
"2805","48251","TX",150934
"2806","37001","NC",151131
"2807","12113","FL",151372
"2808","26115","MI",152021
"2809","09013","CT",152691
"2810","06031","CA",152982
"2811","22073","LA",153720
"2812","23019","ME",153923
"2813","42027","PA",153990
"2814","37035","NC",154358
"2815","36093","NY",154727
"2816","15009","HI",154834
"2817","13021","GA",155547
"2818","50007","VT",156545
"2819","26021","MI",156813
"2820","47163","TN",156823
"2821","34011","NJ",156898
"2822","48209","TX",157107
"2823","20209","KS",157505
"2824","41017","OR",157733
"2825","25015","MA",158080
"2826","31153","NE",158840
"2827","08101","CO",159063
"2828","36083","NY",159429
"2829","37097","NC",159437
"2830","21117","KY",159720
"2831","12015","FL",159978
"2832","45003","SC",160099
"2833","26075","MI",160248
"2834","55105","WI",160331
"2835","47165","TN",160645
"2836","28033","MS",161252
"2837","39133","OH",161419
"2838","39057","OH",161573
"2839","45013","SC",162233
"2840","10001","DE",162310
"2841","29019","MO",162642
"2842","37057","NC",162878
"2843","26147","MI",163040
"2844","18127","IN",164343
"2845","19163","IA",165224
"2846","09007","CT",165676
"2847","44003","RI",166158
"2848","72113","PR",166327
"2849","55059","WI",166426
"2850","39089","OH",166492
"2851","55139","WI",166994
"2852","24013","MD",167134
"2853","37147","NC",168148
"2854","12005","FL",168852
"2855","37101","NC",168878
"2856","46099","SD",169468
"2857","17113","IL",169572
"2858","42089","PA",169842
"2859","42007","PA",170539
"2860","26121","MI",172188
"2861","47125","TN",172331
"2862","39103","OH",172332
"2863","12053","FL",172778
"2864","18157","IN",172780
"2865","39041","OH",174214
"2866","06025","CA",174528
"2867","53005","WA",175177
"2868","13117","GA",175511
"2869","55087","WI",176695
"2870","72031","PR",176762
"2871","06089","CA",177223
"2872","37133","NC",177772
"2873","45015","SC",177843
"2874","20177","KS",177934
"2875","37025","NC",178011
"2876","13139","GA",179684
"2877","18163","IN",179703
"2878","51700","VA",180719
"2879","12091","FL",180822
"2880","26093","MI",180967
"2881","06017","CA",181058
"2882","01003","AL",182265
"2883","36111","NY",182493
"2884","47187","TN",183182
"2885","42019","PA",183862
"2886","15001","HI",185079
"2887","17143","IL",186494
"2888","28047","MS",187105
"2889","45007","SC",187126
"2890","16027","ID",188923
"2891","13215","GA",189885
"2892","09005","CT",189927
"2893","12109","FL",190039
"2894","12019","FL",190865
"2895","22019","LA",192768
"2896","54039","WV",193063
"2897","01125","AL",194656
"2898","48041","TX",194851
"2899","01117","AL",195085
"2900","55101","WI",195408
"2901","04027","AZ",195751
"2902","23031","ME",197131
"2903","10005","DE",197145
"2904","39025","OH",197363
"2905","17167","IL",197465
"2906","18039","IN",197559
"2907","26145","MI",200169
"2908","04015","AZ",200186
"2909","27137","MN",200226
"2910","13245","GA",200549
"2911","36007","NY",200600
"2912","06113","CA",200849
"2913","17019","IL",201081
"2914","53073","WA",201140
"2915","37179","NC",201292
"2916","37129","NC",202667
"2917","05143","AR",203065
"2918","41029","OR",203206
"2919","13151","GA",203922
"2920","51760","VA",204214
"2921","37071","NC",206086
"2922","51013","VA",207627
"2923","42125","PA",207820
"2924","72021","PR",208116
"2925","35013","NM",209233
"2926","48423","TX",209714
"2927","39155","OH",210312
"2928","04025","AZ",211033
"2929","19113","IA",211226
"2930","39165","OH",212693
"2931","13057","GA",214346
"2932","42069","PA",214437
"2933","25001","MA",215888
"2934","36063","NY",216469
"2935","29099","MO",218733
"2936","36091","NY",219607
"2937","06007","CA",220000
"2938","05007","AR",221339
"2939","22055","LA",221578
"2940","29047","MO",221939
"2941","51550","VA",222209
"2942","45091","SC",226073
"2943","01101","AL",229363
"2944","39085","OH",230041
"2945","49057","UT",231236
"2946","24021","MD",233385
"2947","22103","LA",233740
"2948","36065","NY",234878
"2949","48309","TX",234906
"2950","42041","PA",235406
"2951","27163","MN",238136
"2952","37021","NC",238318
"2953","39099","OH",238823
"2954","51710","VA",242803
"2955","53077","WA",243231
"2956","24025","MD",244826
"2957","28049","MS",245285
"2958","12001","FL",247336
"2959","55009","WI",248007
"2960","48479","TX",250304
"2961","26077","MI",250331
"2962","53035","WA",251133
"2963","53067","WA",252264
"2964","48245","TX",252273
"2965","06041","CA",252409
"2966","08123","CO",252825
"2967","22017","LA",254969
"2968","40027","OK",255755
"2969","06047","CA",255793
"2970","13063","GA",259424
"2971","06087","CA",262382
"2972","45063","SC",262391
"2973","47149","TN",262604
"2974","26139","MI",263801
"2975","13051","GA",265128
"2976","18141","IN",266931
"2977","37063","NC",267587
"2978","42043","PA",268100
"2979","12097","FL",268685
"2980","17119","IL",269282
"2981","45051","SC",269291
"2982","06079","CA",269637
"2983","17163","IL",270056
"2984","09011","CT",274055
"2985","34001","NJ",274549
"2986","18057","IN",274569
"2987","29077","MO",275174
"2988","12073","FL",275487
"2989","12111","FL",277789
"2990","48303","TX",278831
"2991","42049","PA",280566
"2992","26065","MI",280895
"2993","23005","ME",281674
"2994","45083","SC",284307
"2995","31109","NE",285407
"2996","08035","CO",285465
"2997","24027","MD",287085
"2998","34015","NJ",288288
"2999","48167","TX",291309
"3000","02020","AK",291826
"3001","08013","CO",294567
"3002","33015","NH",295223
"3003","17201","IL",295266
"3004","21067","KY",295803
"3005","12069","FL",297052
"3006","36027","NY",297488
"3007","12033","FL",297619
"3008","42095","PA",297735
"3009","08069","CO",299630
"3010","39093","OH",301356
"3011","36001","NY",304204
"3012","49011","UT",306479
"3013","51087","VA",306935
"3014","17111","IL",308760
"3015","48027","TX",310235
"3016","36087","NY",311687
"3017","51107","VA",312311
"3018","48039","TX",313166
"3019","41047","OR",315335
"3020","51041","VA",316236
"3021","29510","MO",319294
"3022","37051","NC",319431
"3023","42079","PA",320918
"3024","12021","FL",321520
"3025","12081","FL",322833
"3026","34035","NJ",323444
"3027","27003","MN",330844
"3028","12083","FL",331298
"3029","01089","AL",334811
"3030","47065","TN",336463
"3031","48355","TX",340223
"3032","22071","LA",343829
"3033","26161","MI",344791
"3034","06061","CA",348432
"3035","42077","PA",349497
"3036","45019","SC",350209
"3037","37067","NC",350670
"3038","41039","OR",351715
"3039","18003","IN",355329
"3040","29183","MO",360485
"3041","42129","PA",365169
"3042","34021","NJ",366513
"3043","39017","OH",368130
"3044","36071","NY",372813
"3045","39151","OH",375586
"3046","04021","AZ",375770
"3047","41005","OR",375992
"3048","12115","FL",379448
"3049","05119","AR",382748
"3050","45079","SC",384504
"3051","55133","WI",389891
"3052","16001","ID",392365
"3053","72127","PR",395326
"3054","27037","MN",398552
"3055","33011","NH",400721
"3056","51153","VA",402002
"3057","48061","TX",406220
"3058","42011","PA",411442
"3059","01097","AL",412992
"3060","06095","CA",413344
"3061","06053","CA",415057
"3062","32031","NV",421407
"3063","48491","TX",422679
"3064","12117","FL",422718
"3065","06083","CA",423895
"3066","53011","WA",425363
"3067","26049","MI",425790
"3068","19153","IA",430640
"3069","47093","TN",432226
"3070","22051","LA",432552
"3071","42133","PA",434972
"3072","51810","VA",437994
"3073","22033","LA",440171
"3074","08001","CO",441603
"3075","39095","OH",441815
"3076","06107","CA",442179
"3077","34005","NJ",448734
"3078","45045","SC",451225
"3079","48339","TX",455746
"3080","25013","MA",463490
"3081","12101","FL",464697
"3082","36067","NY",467026
"3083","36085","NY",468730
"3084","53063","WA",471221
"3085","06097","CA",483878
"3086","55025","WI",488073
"3087","37081","NC",488406
"3088","34027","NJ",492276
"3089","12127","FL",494593
"3090","25023","MA",494919
"3091","18089","IN",496005
"3092","20173","KS",498365
"3093","42029","PA",498886
"3094","34031","NJ",501226
"3095","27123","MN",508640
"3096","34007","NJ",513657
"3097","06099","CA",514453
"3098","17089","IL",515269
"3099","49049","UT",516564
"3100","31055","NE",517110
"3101","42071","PA",519445
"3102","41067","OR",529710
"3103","08059","CO",534543
"3104","39113","OH",535153
"3105","34039","NJ",536499
"3106","24003","MD",537656
"3107","10003","DE",538479
"3108","39153","OH",541781
"3109","12009","FL",543376
"3110","20091","KS",544179
"3111","25005","MA",548285
"3112","42045","PA",558979
"3113","08005","CO",572003
"3114","34029","NJ",576567
"3115","48157","TX",585375
"3116","08031","CO",600158
"3117","11001","DC",601723
"3118","12105","FL",602095
"3119","26081","MI",602622
"3120","40143","OK",603403
"3121","12071","FL",618754
"3122","24510","MD",620961
"3123","08041","CO",622263
"3124","42017","PA",625249
"3125","44007","RI",626667
"3126","47037","TN",626681
"3127","34025","NJ",630380
"3128","34017","NJ",634266
"3129","01073","AL",658466
"3130","35001","NM",662564
"3131","48121","TX",662614
"3132","25021","MA",670850
"3133","29095","MO",674158
"3134","17197","IL",677560
"3135","06077","CA",685306
"3136","13067","GA",688078
"3137","13089","GA",691893
"3138","17097","IL",703462
"3139","53061","WA",713335
"3140","06081","CA",718451
"3141","40109","OK",718633
"3142","25025","MA",722023
"3143","41051","OR",735334
"3144","21111","KY",741096
"3145","25009","MA",743159
"3146","36055","NY",744344
"3147","48215","TX",774769
"3148","48085","TX",782341
"3149","34013","NJ",783969
"3150","53053","WA",795225
"3151","25027","MA",798552
"3152","42091","PA",799874
"3153","48141","TX",800647
"3154","39061","OH",802374
"3155","24005","MD",805029
"3156","06075","CA",805235
"3157","13135","GA",805321
"3158","34023","NJ",809858
"3159","06111","CA",823318
"3160","06029","CA",839631
"3161","26099","MI",840978
"3162","09009","CT",862477
"3163","24033","MD",863420
"3164","12031","FL",864263
"3165","09003","CT",894014
"3166","37183","NC",900993
"3167","18097","IN",903393
"3168","34003","NJ",905116
"3169","12103","FL",916542
"3170","09001","CT",916829
"3171","17043","IL",916924
"3172","36029","NY",919040
"3173","37119","NC",919628
"3174","13121","GA",920581
"3175","47157","TN",927644
"3176","06019","CA",930450
"3177","55079","WI",947735
"3178","36119","NY",949113
"3179","15003","HI",953207
"3180","24031","MD",971777
"3181","04019","AZ",980263
"3182","29189","MO",998954
"3183","48453","TX",1024266
"3184","49035","UT",1029655
"3185","06013","CA",1049025
"3186","51059","VA",1081726
"3187","12095","FL",1145956
"3188","27053","MN",1152425
"3189","39049","OH",1163414
"3190","26125","MI",1202362
"3191","42003","PA",1223348
"3192","12057","FL",1229226
"3193","39035","OH",1280122
"3194","12099","FL",1320134
"3195","36059","NY",1339532
"3196","36005","NY",1385108
"3197","06067","CA",1418788
"3198","36103","NY",1493350
"3199","25017","MA",1503085
"3200","06001","CA",1510271
"3201","42101","PA",1526006
"3202","36061","NY",1585873
"3203","48029","TX",1714773
"3204","12011","FL",1748066
"3205","06085","CA",1781642
"3206","48439","TX",1809034
"3207","26163","MI",1820584
"3208","53033","WA",1931249
"3209","32003","NV",1951269
"3210","06071","CA",2035210
"3211","06065","CA",2189641
"3212","36081","NY",2230722
"3213","48113","TX",2368139
"3214","12086","FL",2496435
"3215","36047","NY",2504700
"3216","06059","CA",3010232
"3217","06073","CA",3095313
"3218","04013","AZ",3817117
"3219","48201","TX",4092459
"3220","17031","IL",5194675
"3221","06037","CA",9818605
