"","geoid","USPS","pop2010"
"1153","28023","MS",16732
"1154","31159","NE",16750
"1155","17191","IL",16760
"1156","29059","MO",16777
"1157","48289","TX",16801
"1158","47139","TN",16825
"1159","17101","IL",16833
"1160","55065","WI",16836
"1161","19101","IA",16843
"1162","54091","WV",16895
"1163","21079","KY",16912
"1164","48415","TX",16921
"1165","20005","KS",16924
"1166","13163","GA",16930
"1167","12041","FL",16939
"1168","02050","AK",17013
"1169","47181","TN",17021
"1170","46065","SD",17022
"1171","29013","MO",17049
"1172","21203","KY",17056
"1173","05133","AR",17058
"1174","21215","KY",17061
"1175","28061","MS",17062
"1176","19047","IA",17096
"1177","47023","TN",17131
"1178","51029","VA",17146
"1179","08097","CO",17148
"1180","26079","MI",17153
"1181","48051","TX",17187
"1182","22027","LA",17195
"1183","13075","GA",17212
"1184","48163","TX",17217
"1185","18045","IN",17240
"1186","01057","AL",17241
"1187","72067","PR",17250
"1188","05135","AR",17264
"1189","51071","VA",17286
"1190","29003","MO",17291
"1191","05141","AR",17295
"1192","01067","AL",17302
"1193","21213","KY",17327
"1194","18121","IN",17339
"1195","18139","IN",17392
"1196","28017","MS",17392
"1197","46005","SD",17398
"1198","51570","VA",17411
"1199","05075","AR",17415
"1200","51025","VA",17434
"1201","51193","VA",17454
"1202","42105","PA",17457
"1203","21161","KY",17490
"1204","26019","MI",17525
"1205","48165","TX",17526
"1206","19083","IA",17534
"1207","23021","ME",17535
"1208","54065","WV",17541
"1209","21207","KY",17565
"1210","01129","AL",17581
"1211","29053","MO",17601
"1212","13017","GA",17634
"1213","17187","IL",17707
"1214","19055","IA",17764
"1215","19171","IA",17767
"1216","17005","IL",17768
"1217","28131","MS",17786
"1218","37011","NC",17797
"1219","17181","IL",17808
"1220","08015","CO",17809
"1221","37199","NC",17818
"1222","51520","VA",17835
"1223","05053","AR",17853
"1224","35053","NM",17866
"1225","48145","TX",17866
"1226","13211","GA",17868
"1227","13231","GA",17869
"1228","05037","AR",17870
"1229","35028","NM",17950
"1230","47049","TN",17959
"1231","05121","AR",17969
"1232","05067","AR",17997
"1233","55103","WI",18021
"1234","56023","WY",18106
"1235","05047","AR",18125
"1236","19043","IA",18129
"1237","29186","MO",18145
"1238","21099","KY",18199
"1239","48035","TX",18212
"1240","13001","GA",18236
"1241","47091","TN",18244
"1242","06043","CA",18251
"1243","42093","PA",18267
"1244","29155","MO",18296
"1245","21147","KY",18306
"1246","47171","TN",18313
"1247","13171","GA",18317
"1248","36097","NY",18343
"1249","13011","GA",18395
"1250","51079","VA",18403
"1251","13025","GA",18411
"1252","51127","VA",18429
"1253","51141","VA",18490
"1254","19031","IA",18499
"1255","05043","AR",18509
"1256","29163","MO",18516
"1257","47085","TN",18538
"1258","06027","CA",18546
"1259","48503","TX",18550
"1260","51175","VA",18570
"1261","17045","IL",18576
"1262","48133","TX",18583
"1263","49013","UT",18607
"1264","21001","KY",18656
"1265","47041","TN",18723
"1266","53001","WA",18728
"1267","13229","GA",18758
"1268","72039","PR",18782
"1269","47075","TN",18787
"1270","29229","MO",18815
"1271","08089","CO",18831
"1272","21097","KY",18846
"1273","19157","IA",18914
"1274","29143","MO",18956
"1275","29157","MO",18971
"1276","05001","AR",19019
"1277","27055","MN",19027
"1278","55047","WI",19051
"1279","29015","MO",19056
"1280","17067","IL",19104
"1281","47173","TN",19109
"1282","20087","KS",19126
"1283","27161","MN",19136
"1284","47159","TN",19166
"1285","28051","MS",19198
"1286","28159","MS",19198
"1287","45061","SC",19220
"1288","12079","FL",19224
"1289","48285","TX",19263
"1290","72109","PR",19277
"1291","13019","GA",19286
"1292","48299","TX",19301
"1293","18123","IN",19338
"1294","48117","TX",19372
"1295","72055","PR",19427
"1296","72001","PR",19483
"1297","46035","SD",19504
"1298","28007","MS",19564
"1299","28031","MS",19568
"1300","72015","PR",19575
"1301","28141","MS",19593
"1302","39125","OH",19614
"1303","48281","TX",19677
"1304","30053","MT",19687
"1305","48337","TX",19719
"1306","01107","AL",19746
"1307","20041","KS",19754
"1308","48177","TX",19807
"1309","48161","TX",19816
"1310","17033","IL",19817
"1311","21155","KY",19820
"1312","18117","IN",19840
"1313","35041","NM",19846
"1314","19097","IA",19848
"1315","45081","SC",19875
"1316","12059","FL",19927
"1317","21003","KY",19956
"1318","55067","WI",19977
"1319","17041","IL",19980
"1320","21017","KY",19985
"1321","06063","CA",20007
"1322","21027","KY",20059
"1323","72089","PR",20068
"1324","16067","ID",20069
"1325","40153","OK",20081
"1326","27039","MN",20087
"1327","48123","TX",20097
"1328","19087","IA",20145
"1329","18015","IN",20155
"1330","13105","GA",20166
"1331","24029","MD",20197
"1332","48253","TX",20202
"1333","31177","NE",20234
"1334","40091","OK",20252
"1335","19021","IA",20260
"1336","22037","LA",20267
"1337","53039","WA",20318
"1338","27057","MN",20428
"1339","55053","WI",20449
"1340","48019","TX",20485
"1341","04012","AZ",20489
"1342","35027","NM",20497
"1343","37149","NC",20510
"1344","29141","MO",20565
"1345","55061","WI",20574
"1346","28025","MS",20634
"1347","19105","IA",20638
"1348","40139","OK",20640
"1349","05113","AR",20662
"1350","55119","WI",20689
"1351","22083","LA",20725
"1352","29049","MO",20743
"1353","28153","MS",20747
"1354","37115","NC",20764
"1355","22041","LA",20767
"1356","72045","PR",20778
"1357","31155","NE",20780
"1358","49041","UT",20802
"1359","21231","KY",20813
"1360","19027","IA",20816
"1361","22029","LA",20822
"1362","18049","IN",20836
"1363","27091","MN",20840
"1364","27045","MN",20866
"1365","48089","TX",20874
"1366","55001","WI",20875
"1367","19065","IA",20880
"1368","53049","WA",20920
"1369","01013","AL",20947
"1370","18147","IN",20952
"1371","19019","IA",20958
"1372","37185","NC",20972
"1373","41013","OR",20978
"1374","31043","NE",21006
"1375","51820","VA",21006
"1376","01091","AL",21027
"1377","19191","IA",21056
"1378","45049","SC",21090
"1379","38093","ND",21100
"1380","56041","WY",21118
"1381","29217","MO",21159
"1382","13303","GA",21187
"1383","13237","GA",21218
"1384","18075","IN",21253
"1385","05029","AR",21273
"1386","37015","NC",21282
"1387","56039","WY",21294
"1388","21167","KY",21331
"1389","13291","GA",21356
"1390","37079","NC",21362
"1391","16013","ID",21376
"1392","27105","MN",21378
"1393","48057","TX",21381
"1394","49007","UT",21403
"1395","06011","CA",21419
"1396","21005","KY",21421
"1397","55125","WI",21430
"1398","01087","AL",21452
"1399","18153","IN",21475
"1400","18119","IN",21575
"1401","72059","PR",21581
"1402","20021","KS",21603
"1403","20149","KS",21604
"1404","20099","KS",21607
"1405","53003","WA",21623
"1406","27157","MN",21676
"1407","13321","GA",21679
"1408","26129","MI",21699
"1409","19183","IA",21704
"1410","26089","MI",21708
"1411","51075","VA",21717
"1412","28101","MS",21720
"1413","41031","OR",21720
"1414","54043","WV",21720
"1415","21051","KY",21730
"1416","05107","AR",21757
"1417","48457","TX",21766
"1418","13091","GA",21796
"1419","05003","AR",21853
"1420","13189","GA",21875
"1421","48341","TX",21904
"1422","28043","MS",21906
"1423","47129","TN",21987
"1424","13199","GA",21992
"1425","47133","TN",22083
"1426","13119","GA",22084
"1427","37131","NC",22099
"1428","22093","LA",22102
"1429","54047","WV",22113
"1430","40009","OK",22119
"1431","48489","TX",22134
"1432","17051","IL",22140
"1433","48233","TX",22150
"1434","05149","AR",22185
"1435","47151","TN",22228
"1436","28139","MS",22232
"1437","47111","TN",22248
"1438","29083","MO",22272
"1439","51163","VA",22307
"1440","22043","LA",22309
"1441","31067","NE",22311
"1442","13085","GA",22330
"1443","41027","OR",22346
"1444","17145","IL",22350
"1445","05083","AR",22353
"1446","17173","IL",22363
"1447","41015","OR",22364
"1448","16053","ID",22374
"1449","19123","IA",22381
"1450","38105","ND",22398
"1451","46135","SD",22438
"1452","48179","TX",22535
"1453","51600","VA",22565
"1454","12123","FL",22570
"1455","28039","MS",22578
"1456","51670","VA",22591
"1457","13107","GA",22598
"1458","05057","AR",22609
"1459","39175","OH",22615
"1460","45011","SC",22621
"1461","16075","ID",22623
"1462","47057","TN",22657
"1463","17085","IL",22678
"1464","40001","OK",22683
"1465","08075","CO",22709
"1466","22111","LA",22721
"1467","22077","LA",22802
"1468","01111","AL",22913
"1469","01007","AL",22915
"1470","48219","TX",22935
"1471","16031","ID",22952
"1472","20175","KS",22952
"1473","17083","IL",22985
"1474","05019","AR",22995
"1475","22075","LA",23042
"1476","01099","AL",23068
"1477","29119","MO",23083
"1478","08039","CO",23086
"1479","18047","IN",23087
"1480","48007","TX",23158
"1481","51169","VA",23177
"1482","72133","PR",23274
"1483","27093","MN",23300
"1484","13033","GA",23316
"1485","21205","KY",23333
"1486","08119","CO",23350
"1487","21115","KY",23356
"1488","18149","IN",23363
"1489","51147","VA",23368
"1490","29147","MO",23370
"1491","29195","MO",23370
"1492","48293","TX",23384
"1493","28057","MS",23401
"1494","22007","LA",23421
"1495","72107","PR",23423
"1496","13081","GA",23439
"1497","29177","MO",23494
"1498","13205","GA",23498
"1499","08107","CO",23509
"1500","26133","MI",23528
"1501","49051","UT",23530
"1502","37053","NC",23547
"1503","26009","MI",23580
"1504","51099","VA",23584
"1505","13035","GA",23655
"1506","13111","GA",23682
"1507","55049","WI",23687
"1508","37033","NC",23719
"1509","48225","TX",23732
"1510","51790","VA",23746
"1511","39105","OH",23770
"1512","22121","LA",23788
"1513","48365","TX",23796
"1514","54109","WV",23796
"1515","28079","MS",23805
"1516","21183","KY",23842
"1517","45039","SC",23956
"1518","54027","WV",23964
"1519","26109","MI",24029
"1520","51139","VA",24042
"1521","54009","WV",24069
"1522","46081","SD",24097
"1523","51027","VA",24098
"1524","20191","KS",24132
"1525","26137","MI",24164
"1526","18143","IN",24181
"1527","38089","ND",24199
"1528","22085","LA",24233
"1529","54097","WV",24254
"1530","19017","IA",24276
"1531","18041","IN",24277
"1532","72111","PR",24282
"1533","51630","VA",24286
"1534","31047","NE",24326
"1535","26143","MI",24449
"1536","50015","VT",24475
"1537","01133","AL",24484
"1538","55137","WI",24496
"1539","37117","NC",24505
"1540","21217","KY",24512
"1541","21133","KY",24519
"1542","05027","AR",24552
"1543","48149","TX",24554
"1544","05111","AR",24583
"1545","54005","WV",24629
"1546","42067","PA",24636
"1547","18181","IN",24643
"1548","21081","KY",24662
"1549","37091","NC",24669
"1550","47081","TN",24690
"1551","29055","MO",24696
"1552","26101","MI",24733
"1553","21137","KY",24742
"1554","29131","MO",24748
"1555","48331","TX",24757
"1556","45053","SC",24777
"1557","51775","VA",24802
"1558","72017","PR",24816
"1559","48171","TX",24837
"1560","32001","NV",24877
"1561","27153","MN",24895
"1562","12133","FL",24896
"1563","17165","IL",24913
"1564","21239","KY",24939
"1565","19149","IA",24986
"1566","13131","GA",25011
"1567","35029","NM",25095
"1568","29221","MO",25195
"1569","13147","GA",25213
"1570","41065","OR",25213
"1571","31025","NE",25241
"1572","41057","OR",25250
"1573","72121","PR",25265
"1574","28117","MS",25276
"1575","36123","NY",25348
"1576","29175","MO",25414
"1577","45001","SC",25417
"1578","46093","SD",25434
"1579","48419","TX",25448
"1580","40133","OK",25482
"1581","13267","GA",25520
"1582","29007","MO",25529
"1583","08083","CO",25535
"1584","05071","AR",25540
"1585","51105","VA",25587
"1586","29001","MO",25607
"1587","51065","VA",25691
"1588","26051","MI",25692
"1589","18031","IN",25740
"1590","21085","KY",25746
"1591","41061","OR",25748
"1592","72079","PR",25753
"1593","22003","LA",25764
"1594","01025","AL",25833
"1595","47185","TN",25841
"1596","27083","MN",25857
"1597","26069","MI",25887
"1598","27015","MN",25893
"1599","72009","PR",25900
"1600","18129","IN",25910
"1601","72115","PR",25919
"1602","26029","MI",25949
"1603","05023","AR",25970
"1604","01019","AL",25989
"1605","20059","KS",25992
"1606","29215","MO",26008
"1607","13055","GA",26015
"1608","47071","TN",26026
"1609","72149","PR",26073
"1610","47109","TN",26075
"1611","19011","IA",26076
"1612","27095","MN",26097
"1613","05103","AR",26120
"1614","16051","ID",26140
"1615","28027","MS",26151
"1616","26031","MI",26152
"1617","26043","MI",26168
"1618","18135","IN",26171
"1619","13257","GA",26175
"1620","51840","VA",26203
"1621","54067","WV",26233
"1622","19015","IA",26306
"1623","48407","TX",26384
"1624","48463","TX",26405
"1625","13207","GA",26424
"1626","40065","OK",26446
"1627","24039","MD",26470
"1628","21173","KY",26499
"1629","26127","MI",26570
"1630","48185","TX",26604
"1631","22031","LA",26656
"1632","55057","WI",26664
"1633","72103","PR",26720
"1634","01061","AL",26790
"1635","21141","KY",26835
"1636","54059","WV",26839
"1637","18021","IN",26890
"1638","37007","NC",26948
"1639","45037","SC",26985
"1640","16039","ID",27038
"1641","36049","NY",27087
"1642","28091","MS",27088
"1643","12003","FL",27115
"1644","28145","MS",27134
"1645","13311","GA",27144
"1646","13293","GA",27153
"1647","35006","NM",27213
"1648","13279","GA",27223
"1649","46029","SD",27227
"1650","50019","VT",27231
"1651","47069","TN",27253
"1652","37009","NC",27281
"1653","54053","WV",27324
"1654","37039","NC",27444
"1655","05015","AR",27446
"1656","01005","AL",27457
"1657","40039","OK",27469
"1658","38059","ND",27471
"1659","28127","MS",27503
"1660","40049","OK",27576
"1661","18179","IN",27636
"1662","20009","KS",27674
"1663","13225","GA",27695
"1664","27079","MN",27703
"1665","21043","KY",27720
"1666","12049","FL",27731
"1667","47077","TN",27769
"1668","55029","WI",27785
"1669","37123","NC",27798
"1670","47097","TN",27815
"1671","49039","UT",27822
"1672","13087","GA",27842
"1673","22067","LA",27979
"1674","08117","CO",27994
"1675","51053","VA",28001
"1676","51145","VA",28046
"1677","28163","MS",28065
"1678","48363","TX",28111
"1679","13195","GA",28120
"1680","06021","CA",28122
"1681","72033","PR",28140
"1682","08087","CO",28159
"1683","56029","WY",28205
"1684","54057","WV",28212
"1685","39069","OH",28215
"1686","47115","TN",28237
"1687","05123","AR",28258
"1688","18175","IN",28262
"1689","28123","MS",28264
"1690","42131","PA",28276
"1691","13123","GA",28292
"1692","13177","GA",28298
"1693","48015","TX",28417
"1694","21021","KY",28432
"1695","20051","KS",28452
"1696","12007","FL",28520
"1697","47017","TN",28522
"1698","18079","IN",28525
"1699","51033","VA",28545
"1700","39001","OH",28550
"1701","27021","MN",28567
"1702","21163","KY",28602
"1703","06015","CA",28610
"1704","72007","PR",28659
"1705","13169","GA",28669
"1706","21013","KY",28691
"1707","26105","MI",28705
"1708","39131","OH",28709
"1709","21193","KY",28712
"1710","55069","WI",28743
"1711","39161","OH",28744
"1712","30047","MT",28746
"1713","13143","GA",28780
"1714","29127","MO",28781
"1715","55121","WI",28816
"1716","18137","IN",28818
"1717","39019","OH",28836
"1718","28137","MS",28886
"1719","51167","VA",28897
"1720","45069","SC",28933
"1721","50017","VT",28936
"1722","45087","SC",28961
"1723","39047","OH",29030
"1724","56033","WY",29116
"1725","20113","KS",29180
"1726","54035","WV",29211
"1727","51197","VA",29235
"1728","72011","PR",29261
"1729","21095","KY",29278
"1730","39073","OH",29380
"1731","35047","NM",29393
"1732","54083","WV",29405
"1733","13227","GA",29431
"1734","28029","MS",29449
"1735","28133","MS",29450
"1736","47055","TN",29485
"1737","35017","NM",29514
"1738","26007","MI",29598
"1739","40015","OK",29600
"1740","28099","MS",29676
"1741","17075","IL",29718
"1742","27115","MN",29750
"1743","55123","WI",29773
"1744","53031","WA",29872
"1745","28115","MS",29957
"1746","13187","GA",29966
"1747","29207","MO",29968
"1748","51035","VA",30042
"1749","72087","PR",30060
"1750","24023","MD",30097
"1751","13305","GA",30099
"1752","17135","IL",30104
"1753","13029","GA",30233
"1754","17107","IL",30305
"1755","72019","PR",30318
"1756","72105","PR",30402
"1757","48067","TX",30464
"1758","47117","TN",30617
"1759","54029","WV",30676
"1760","72081","PR",30753
"1761","23007","ME",30768
"1762","01093","AL",30776
"1763","12129","FL",30776
"1764","26035","MI",30926
"1765","39053","OH",30934
"1766","08029","CO",30952
"1767","72123","PR",31078
"1768","29167","MO",31137
"1769","50005","VT",31227
"1770","27047","MN",31255
"1771","02110","AK",31275
"1772","41045","OR",31313
"1773","31001","NE",31364
"1774","21157","KY",31448
"1775","21177","KY",31499
"1776","22053","LA",31594
"1777","27119","MN",31600
"1778","18027","IN",31648
"1779","01059","AL",31704
"1780","47131","TN",31807
"1781","47143","TN",31809
"1782","40115","OK",31848
"1783","48025","TX",31861
"1784","21121","KY",31883
"1785","42047","PA",31946
"1786","29069","MO",31953
"1787","46011","SD",31965
"1788","13145","GA",32024
"1789","39065","OH",32058
"1790","48273","TX",32061
"1791","45033","SC",32062
"1792","29209","MO",32202
"1793","51173","VA",32208
"1794","47025","TN",32213
"1795","31141","NE",32237
"1796","28001","MS",32297
"1797","28083","MS",32317
"1798","47079","TN",32330
"1799","48449","TX",32334
"1800","51009","VA",32353
"1801","51730","VA",32420
"1802","18077","IN",32428
"1803","27005","MN",32504
"1804","29219","MO",32513
"1805","49047","UT",32588
"1806","72101","PR",32610
"1807","17109","IL",32612
"1808","24019","MD",32618
"1809","26047","MI",32694
"1810","27103","MN",32727
"1811","51117","VA",32727
"1812","26165","MI",32735
"1813","36095","NY",32749
"1814","20121","KS",32787
"1815","13219","GA",32808
"1816","13261","GA",32819
"1817","23029","ME",32856
"1818","18169","IN",32888
"1819","01109","AL",32899
"1820","05059","AR",32923
"1821","35055","NM",32937
"1822","17133","IL",32957
"1823","33007","NH",33055
"1824","45067","SC",33062
"1825","24011","MD",33066
"1826","37175","NC",33090
"1827","54051","WV",33107
"1828","26063","MI",33118
"1829","45023","SC",33140
"1830","51023","VA",33148
"1831","72141","PR",33149
"1832","40089","OK",33151
"1833","51109","VA",33153
"1834","51001","VA",33164
"1835","18055","IN",33165
"1836","27097","MN",33198
"1837","18023","IN",33224
"1838","39079","OH",33225
"1839","18183","IN",33292
"1840","19125","IA",33309
"1841","47103","TN",33361
"1842","29107","MO",33381
"1843","22047","LA",33387
"1844","48259","TX",33410
"1845","17157","IL",33476
"1846","18073","IN",33478
"1847","51137","VA",33481
"1848","18051","IN",33503
"1849","54077","WV",33520
"1850","20111","KS",33690
"1851","19167","IA",33704
"1852","48477","TX",33718
"1853","20057","KS",33848
"1854","48147","TX",33915
"1855","37055","NC",33920
"1856","37113","NC",33922
"1857","22039","LA",33984
"1858","28011","MS",34145
"1859","18151","IN",34185
"1860","30093","MT",34200
"1861","01017","AL",34215
"1862","17049","IL",34242
"1863","40081","OK",34273
"1864","01079","AL",34339
"1865","20061","KS",34362
"1866","18001","IN",34387
"1867","45089","SC",34423
"1868","23015","ME",34457
"1869","39137","OH",34499
"1870","40087","OK",34506
"1871","20079","KS",34684
"1872","55019","WI",34690
"1873","28107","MS",34707
"1874","17021","IL",34800
"1875","39117","OH",34827
"1876","12027","FL",34862
"1877","28085","MS",34869
"1878","51155","VA",34872
"1879","31119","NE",34876
"1880","06035","CA",34895
"1881","45027","SC",34971
"1882","17011","IL",34978
"1883","48227","TX",35012
"1884","47183","TN",35021
"1885","48217","TX",35089
"1886","48071","TX",35096
"1887","72027","PR",35159
"1888","48223","TX",35161
"1889","37017","NC",35190
"1890","36099","NY",35251
"1891","51093","VA",35270
"1892","23023","ME",35293
"1893","27017","MN",35386
"1894","20125","KS",35471
"1895","54025","WV",35480
"1896","72125","PR",35527
"1897","17137","IL",35547
"1898","29105","MO",35571
"1899","29009","MO",35597
"1900","21049","KY",35613
"1901","19179","IA",35625
"1902","21235","KY",35637
"1903","22011","LA",35654
"1904","47029","TN",35662
"1905","48241","TX",35710
"1906","51149","VA",35725
"1907","19111","IA",35862
"1908","22087","LA",35897
"1909","55085","WI",35998
"1910","27041","MN",36009
"1911","17103","IL",36031
"1912","39127","OH",36058
"1913","37165","NC",36157
"1914","29225","MO",36202
"1915","51083","VA",36241
"1916","48189","TX",36273
"1917","31111","NE",36288
"1918","56001","WY",36299
"1919","20035","KS",36311
"1920","13299","GA",36312
"1921","49043","UT",36324
"1922","46013","SD",36531
"1923","27147","MN",36576
"1924","26061","MI",36628
"1925","05063","AR",36647
"1926","27085","MN",36651
"1927","31053","NE",36691
"1928","48321","TX",36702
"1929","54045","WV",36743
"1930","20055","KS",36776
"1931","50001","VT",36821
"1932","19099","IA",36842
"1933","55045","WI",36842
"1934","51073","VA",36858
"1935","39031","OH",36901
"1936","05009","AR",36903
"1937","18103","IN",36903
"1938","21089","KY",36910
"1939","31157","NE",36970
"1940","28095","MS",36989
"1941","72053","PR",36993
"1942","41007","OR",37039
"1943","28003","MS",37057
"1944","17057","IL",37069
"1945","26041","MI",37069
"1946","21083","KY",37121
"1947","18069","IN",37124
"1948","50003","VT",37125
"1949","18087","IN",37128
"1950","72047","PR",37142
"1951","28093","MS",37144
"1952","21035","KY",37191
"1953","37003","NC",37198
"1954","04009","AZ",37220
"1955","16057","ID",37244
"1956","40123","OK",37492
"1957","45071","SC",37508
"1958","16065","ID",37536
"1959","51187","VA",37575
"1960","39171","OH",37642
"1961","55083","WI",37660
"1962","17027","IL",37762
"1963","01039","AL",37765
"1964","24041","MD",37782
"1965","27059","MN",37816
"1966","51683","VA",37821
"1967","48143","TX",37890
"1968","72151","PR",37941
"1969","18133","IN",37963
"1970","19187","IA",38013
"1971","48055","TX",38066
"1972","06005","CA",38091
"1973","48049","TX",38106
"1974","18107","IN",38124
"1975","72051","PR",38165
"1976","01053","AL",38319
"1977","47045","TN",38335
"1978","37197","NC",38406
"1979","47047","TN",38413
"1980","53017","WA",38431
"1981","48097","TX",38437
"1982","18083","IN",38440
"1983","27009","MN",38451
"1984","26033","MI",38520
"1985","29109","MO",38634
"1986","17203","IL",38664
"1987","72085","PR",38675
"1988","42059","PA",38686
"1989","23027","ME",38786
"1990","17081","IL",38827
"1991","45029","SC",38892
"1992","17105","IL",38950
"1993","18017","IN",38966
"1994","39039","OH",39037
"1995","47021","TN",39105
"1996","20037","KS",39134
"1997","12051","FL",39140
"1998","27099","MN",39163
"1999","29201","MO",39191
"2000","42035","PA",39238
"2001","16069","ID",39265
"2002","48459","TX",39309
"2003","18061","IN",39364
"2004","36031","NY",39370
"2005","17121","IL",39437
"2006","21071","KY",39451
"2007","37145","NC",39464
"2008","17055","IL",39561
"2009","22069","LA",39566
"2010","13213","GA",39628
"2011","42109","PA",39702
"2012","23013","ME",39736
"2013","47177","TN",39839
"2014","72143","PR",39951
"2015","42031","PA",39988
"2016","12093","FL",39996
"2017","40111","OK",40069
"2018","39059","OH",40087
"2019","39021","OH",40097
"2020","72099","PR",40109
"2021","13277","GA",40118
"2022","56013","WY",40123
"2023","30081","MT",40212
"2024","35039","NM",40246
"2025","37099","NC",40271
"2026","72077","PR",40290
"2027","19057","IA",40325
"2028","29091","MO",40400
"2029","28113","MS",40404
"2030","72043","PR",40512
"2031","19127","IA",40648
"2032","37139","NC",40661
"2033","47013","TN",40716
"2034","12075","FL",40801
"2035","39107","OH",40814
"2036","48249","TX",40838
"2037","16017","ID",40877
"2038","53037","WA",40915
"2039","55093","WI",41019
"2040","47051","TN",41052
"2041","72129","PR",41058
"2042","53047","WA",41120
"2043","22119","LA",41207
"2044","37059","NC",41240
"2045","40097","OK",41259
"2046","08085","CO",41276
"2047","48481","TX",41280
"2048","39123","OH",41428
"2049","51195","VA",41452
"2050","13233","GA",41475
"2051","40041","OK",41487
"2052","05005","AR",41513
"2053","12121","FL",41551
"2054","01123","AL",41616
"2055","05139","AR",41639
"2056","55075","WI",41749
"2057","42123","PA",41815
"2058","40083","OK",41848
"2059","47099","TN",41869
"2060","18037","IN",41889
"2061","55115","WI",41949
"2062","72065","PR",41953
"2063","72003","PR",41959
"2064","48499","TX",41964
"2065","42117","PA",41981
"2066","51171","VA",41993
"2067","39027","OH",42040
"2068","72153","PR",42043
"2069","22009","LA",42073
"2070","21211","KY",42074
"2071","05055","AR",42090
"2072","36121","NY",42155
"2073","21009","KY",42173
"2074","29159","MO",42201
"2075","18033","IN",42223
"2076","27067","MN",42239
"2077","39135","OH",42270
"2078","13069","GA",42356
"2079","39075","OH",42366
"2080","18071","IN",42376
"2081","40135","OK",42391
"2082","40013","OK",42416
"2083","72131","PR",42430
"2084","26057","MI",42476
"2085","54099","WV",42481
"2086","39051","OH",42698
"2087","19139","IA",42745
"2088","48053","TX",42750
"2089","29023","MO",42794
"2090","26107","MI",42798
"2091","36073","NY",42883
"2092","48493","TX",42918
"2093","13137","GA",43041
"2094","51590","VA",43055
"2095","26151","MI",43114
"2096","48473","TX",43205
"2097","42115","PA",43356
"2098","39097","OH",43435
"2099","21179","KY",43437
"2100","42083","PA",43450
"2101","05091","AR",43462
"2102","51540","VA",43475
"2103","72041","PR",43480
"2104","53065","WA",43531
"2105","39071","OH",43589
"2106","01021","AL",43643
"2107","33019","NH",43742
"2108","39033","OH",43784
"2109","56037","WY",43806
"2110","01047","AL",43820
"2111","55033","WI",43857
"2112","28045","MS",43929
"2113","32023","NV",43946
"2114","29029","MO",44002
"2115","72091","PR",44113
"2116","19033","IA",44151
"2117","55031","WI",44159
"2118","55095","WI",44205
"2119","29027","MO",44332
"2120","18145","IN",44436
"2121","27007","MN",44442
"2122","54069","WV",44443
"2123","50025","VT",44513
"2124","47123","TN",44519
"2125","55081","WI",44673
"2126","13275","GA",44720
"2127","53075","WA",44776
"2128","46083","SD",44828
"2129","39015","OH",44846
"2130","06093","CA",44900
"2131","48013","TX",44911
"2132","42119","PA",44947
"2133","37111","NC",44996
"2134","40137","OK",45048
"2135","27061","MN",45058
"2136","47003","TN",45058
"2137","51185","VA",45078
"2138","29161","MO",45156
"2139","42065","PA",45200
"2140","26023","MI",45248
"2141","72057","PR",45362
"2142","72063","PR",45369
"2143","48373","TX",45413
"2144","37181","NC",45422
"2145","13071","GA",45498
"2146","06009","CA",45578
"2147","16011","ID",45607
"2148","72071","PR",45631
"2149","13009","GA",45720
"2150","40121","OK",45837
"2151","39091","OH",45858
"2152","55005","WI",45870
"2153","42061","PA",45913
"2154","22095","LA",45924
"2155","39011","OH",45949
"2156","42099","PA",45969
"2157","48325","TX",46006
"2158","41041","OR",46034
"2159","54019","WV",46039
"2160","31019","NE",46102
"2161","56005","WY",46133
"2162","18093","IN",46134
"2163","49021","UT",46163
"2164","27049","MN",46183
"2165","19181","IA",46225
"2166","21101","KY",46250
"2167","12039","FL",46389
"2168","05093","AR",46480
"2169","40071","OK",46562
"2170","37153","NC",46639
"2171","42087","PA",46682
"2172","26059","MI",46688
"2173","51047","VA",46689
"2174","45025","SC",46734
"2175","22061","LA",46735
"2176","08043","CO",46824
"2177","21107","KY",46920
"2178","37093","NC",46952
"2179","40021","OK",46987
"2180","32005","NV",46997
"2181","18099","IN",47051
"2182","22117","LA",47168
"2183","21209","KY",47173
"2184","28071","MS",47351
"2185","37169","NC",47401
"2186","04023","AZ",47420
"2187","40113","OK",47472
"2188","18113","IN",47536
"2189","40019","OK",47557
"2190","72029","PR",47648
"2191","28105","MS",47671
"2192","17177","IL",47711
"2193","48349","TX",47735
"2194","50011","VT",47746
"2195","37013","NC",47759
"2196","17117","IL",47765
"2197","24035","MD",47798
"2198","33003","NH",47818
"2199","36025","NY",47980
"2200","72035","PR",48119
"2201","35009","NM",48376
"2202","13175","GA",48434
"2203","26123","MI",48460
"2204","47105","TN",48556
"2205","21113","KY",48586
"2206","28149","MS",48773
"2207","32007","NV",48818
"2208","48465","TX",48879
"2209","51660","VA",48914
"2210","36003","NY",48946
"2211","55015","WI",48971
"2212","19045","IA",49116
"2213","36039","NY",49221
"2214","21073","KY",49285
"2215","36023","NY",49336
"2216","41009","OR",49351
"2217","39149","OH",49423
"2218","18065","IN",49462
"2219","21019","KY",49542
"2220","48265","TX",49625
"2221","47043","TN",49666
"2222","47053","TN",49683
"2223","12063","FL",49746
"2224","42009","PA",49762
"2225","48277","TX",49793
"2226","44001","RI",49875
"2227","01031","AL",49948
