"","geoid","pop2010"
"1469","28135",15378
"1470","28137",28886
"1471","28139",22232
"1472","28141",19593
"1473","28143",10778
"1474","28145",27134
"1475","28147",15443
"1476","28149",48773
"1477","28151",51137
"1478","28153",20747
"1479","28155",10253
"1480","28157",9878
"1481","28159",19198
"1482","28161",12678
"1483","28163",28065
"1484","29001",25607
"1485","29003",17291
"1486","29005",5685
"1487","29007",25529
"1488","29009",35597
"1489","29011",12402
"1490","29013",17049
"1491","29015",19056
"1492","29017",12363
"1493","29019",162642
"1494","29021",89201
"1495","29023",42794
"1496","29025",9424
"1497","29027",44332
"1498","29029",44002
"1499","29031",75674
"1500","29033",9295
"1501","29035",6265
"1502","29037",99478
"1503","29039",13982
"1504","29041",7831
"1505","29043",77422
"1506","29045",7139
"1507","29047",221939
"1508","29049",20743
"1509","29051",75990
"1510","29053",17601
"1511","29055",24696
"1512","29057",7883
"1513","29059",16777
"1514","29061",8433
"1515","29063",12892
"1516","29065",15657
"1517","29067",13684
"1518","29069",31953
"1519","29071",101492
"1520","29073",15222
"1521","29075",6738
"1522","29077",275174
"1523","29079",10261
"1524","29081",8957
"1525","29083",22272
"1526","29085",9627
"1527","29087",4912
"1528","29089",10144
"1529","29091",40400
"1530","29093",10630
"1531","29095",674158
"1532","29097",117404
"1533","29099",218733
"1534","29101",52595
"1535","29103",4131
"1536","29105",35571
"1537","29107",33381
"1538","29109",38634
"1539","29111",10211
"1540","29113",52566
"1541","29115",12761
"1542","29117",15195
"1543","29119",23083
"1544","29121",15566
"1545","29123",12226
"1546","29125",9176
"1547","29127",28781
"1548","29129",3785
"1549","29131",24748
"1550","29133",14358
"1551","29135",15607
"1552","29137",8840
"1553","29139",12236
"1554","29141",20565
"1555","29143",18956
"1556","29145",58114
"1557","29147",23370
"1558","29149",10881
"1559","29151",13878
"1560","29153",9723
"1561","29155",18296
"1562","29157",18971
"1563","29159",42201
"1564","29161",45156
"1565","29163",18516
"1566","29165",89322
"1567","29167",31137
"1568","29169",52274
"1569","29171",4979
"1570","29173",10167
"1571","29175",25414
"1572","29177",23494
"1573","29179",6696
"1574","29181",14100
"1575","29183",360485
"1576","29185",9805
"1577","29186",18145
"1578","29187",65359
"1579","29189",998954
"1580","29195",23370
"1581","29197",4431
"1582","29199",4843
"1583","29201",39191
"1584","29203",8441
"1585","29205",6373
"1586","29207",29968
"1587","29209",32202
"1588","29211",6714
"1589","29213",51675
"1590","29215",26008
"1591","29217",21159
"1592","29219",32513
"1593","29221",25195
"1594","29223",13521
"1595","29225",36202
"1596","29227",2171
"1597","29229",18815
"1598","29510",319294
"1599","30001",9246
"1600","30003",12865
"1601","30005",6491
"1602","30007",5612
"1603","30009",10078
"1604","30011",1160
"1605","30013",81327
"1606","30015",5813
"1607","30017",11699
"1608","30019",1751
"1609","30021",8966
"1610","30023",9298
"1611","30025",2890
"1612","30027",11586
"1613","30029",90928
"1614","30031",89513
"1615","30033",1206
"1616","30035",13399
"1617","30037",884
"1618","30039",3079
"1619","30041",16096
"1620","30043",11406
"1621","30045",2072
"1622","30047",28746
"1623","30049",63395
"1624","30051",2339
"1625","30053",19687
"1626","30055",1734
"1627","30057",7691
"1628","30059",1891
"1629","30061",4223
"1630","30063",109299
"1631","30065",4538
"1632","30067",15636
"1633","30069",494
"1634","30071",4253
"1635","30073",6153
"1636","30075",1743
"1637","30077",7027
"1638","30079",1179
"1639","30081",40212
"1640","30083",9746
"1641","30085",10425
"1642","30087",9233
"1643","30089",11413
"1644","30091",3384
"1645","30093",34200
"1646","30095",9117
"1647","30097",3651
"1648","30099",6073
"1649","30101",5324
"1650","30103",718
"1651","30105",7369
"1652","30107",2168
"1653","30109",1017
"1654","30111",147972
"1655","31001",31364
"1656","31003",6685
"1657","31005",460
"1658","31007",690
"1659","31009",478
"1660","31011",5505
"1661","31013",11308
"1662","31015",2099
"1663","31017",3145
"1664","31019",46102
"1665","31021",6858
"1666","31023",8395
"1667","31025",25241
"1668","31027",8852
"1669","31029",3966
"1670","31031",5713
"1671","31033",9998
"1672","31035",6542
"1673","31037",10515
"1674","31039",9139
"1675","31041",10939
"1676","31043",21006
"1677","31045",9182
"1678","31047",24326
"1679","31049",1941
"1680","31051",6000
"1681","31053",36691
"1682","31055",517110
"1683","31057",2008
"1684","31059",5890
"1685","31061",3225
"1686","31063",2756
"1687","31065",4959
"1688","31067",22311
"1689","31069",2057
"1690","31071",2049
"1691","31073",2044
"1692","31075",614
"1693","31077",2538
"1694","31079",58607
"1695","31081",9124
"1696","31083",3423
"1697","31085",967
"1698","31087",2908
"1699","31089",10435
"1700","31091",736
"1701","31093",6274
"1702","31095",7547
"1703","31097",5217
"1704","31099",6489
"1705","31101",8368
"1706","31103",824
"1707","31105",3821
"1708","31107",8701
"1709","31109",285407
"1710","31111",36288
"1711","31113",763
"1712","31115",632
"1713","31117",539
"1714","31119",34876
"1715","31121",7845
"1716","31123",5042
"1717","31125",3735
"1718","31127",7248
"1719","31129",4500
"1720","31131",15740
"1721","31133",2773
"1722","31135",2970
"1723","31137",9188
"1724","31139",7266
"1725","31141",32237
"1726","31143",5406
"1727","31145",11055
"1728","31147",8363
"1729","31149",1526
"1730","31151",14200
"1731","31153",158840
"1732","31155",20780
"1733","31157",36970
"1734","31159",16750
"1735","31161",5469
"1736","31163",3152
"1737","31165",1311
"1738","31167",6129
"1739","31169",5228
"1740","31171",647
"1741","31173",6940
"1742","31175",4260
"1743","31177",20234
"1744","31179",9595
"1745","31181",3812
"1746","31183",818
"1747","31185",13665
"1748","32001",24877
"1749","32003",1951269
"1750","32005",46997
"1751","32007",48818
"1752","32009",783
"1753","32011",1987
"1754","32013",16528
"1755","32015",5775
"1756","32017",5345
"1757","32019",51980
"1758","32021",4772
"1759","32023",43946
"1760","32027",6753
"1761","32029",4010
"1762","32031",421407
"1763","32033",10030
"1764","32510",55274
"1765","33001",60088
"1766","33003",47818
"1767","33005",77117
"1768","33007",33055
"1769","33009",89118
"1770","33011",400721
"1771","33013",146445
"1772","33015",295223
"1773","33017",123143
"1774","33019",43742
"1775","34001",274549
"1776","34003",905116
"1777","34005",448734
"1778","34007",513657
"1779","34009",97265
"1780","34011",156898
"1781","34013",783969
"1782","34015",288288
"1783","34017",634266
"1784","34019",128349
"1785","34021",366513
"1786","34023",809858
"1787","34025",630380
"1788","34027",492276
"1789","34029",576567
"1790","34031",501226
"1791","34033",66083
"1792","34035",323444
"1793","34037",149265
"1794","34039",536499
"1795","34041",108692
"1796","35001",662564
"1797","35003",3725
"1798","35005",65645
"1799","35006",27213
"1800","35007",13750
"1801","35009",48376
"1802","35011",2022
"1803","35013",209233
"1804","35015",53829
"1805","35017",29514
"1806","35019",4687
"1807","35021",695
"1808","35023",4894
"1809","35025",64727
"1810","35027",20497
"1811","35028",17950
"1812","35029",25095
"1813","35031",71492
"1814","35033",4881
"1815","35035",63797
"1816","35037",9041
"1817","35039",40246
"1818","35041",19846
"1819","35043",131561
"1820","35045",130044
"1821","35047",29393
"1822","35049",144170
"1823","35051",11988
"1824","35053",17866
"1825","35055",32937
"1826","35057",16383
"1827","35059",4549
"1828","35061",76569
"1829","36001",304204
"1830","36003",48946
"1831","36005",1385108
"1832","36007",200600
"1833","36009",80317
"1834","36011",80026
"1835","36013",134905
"1836","36015",88830
"1837","36017",50477
"1838","36019",82128
"1839","36021",63096
"1840","36023",49336
"1841","36025",47980
"1842","36027",297488
"1843","36029",919040
"1844","36031",39370
"1845","36033",51599
"1846","36035",55531
"1847","36037",60079
"1848","36039",49221
"1849","36041",4836
"1850","36043",64519
"1851","36045",116229
"1852","36047",2504700
"1853","36049",27087
"1854","36051",65393
"1855","36053",73442
"1856","36055",744344
"1857","36057",50219
"1858","36059",1339532
"1859","36061",1585873
"1860","36063",216469
"1861","36065",234878
"1862","36067",467026
"1863","36069",107931
"1864","36071",372813
"1865","36073",42883
"1866","36075",122109
"1867","36077",62259
"1868","36079",99710
"1869","36081",2230722
"1870","36083",159429
"1871","36085",468730
"1872","36087",311687
"1873","36089",111944
"1874","36091",219607
"1875","36093",154727
"1876","36095",32749
"1877","36097",18343
"1878","36099",35251
"1879","36101",98990
"1880","36103",1493350
"1881","36105",77547
"1882","36107",51125
"1883","36109",101564
"1884","36111",182493
"1885","36113",65707
"1886","36115",63216
"1887","36117",93772
"1888","36119",949113
"1889","36121",42155
"1890","36123",25348
"1891","37001",151131
"1892","37003",37198
"1893","37005",11155
"1894","37007",26948
"1895","37009",27281
"1896","37011",17797
"1897","37013",47759
"1898","37015",21282
"1899","37017",35190
"1900","37019",107431
"1901","37021",238318
"1902","37023",90912
"1903","37025",178011
"1904","37027",83029
"1905","37029",9980
"1906","37031",66469
"1907","37033",23719
"1908","37035",154358
"1909","37037",63505
"1910","37039",27444
"1911","37041",14793
"1912","37043",10587
"1913","37045",98078
"1914","37047",58098
"1915","37049",103505
"1916","37051",319431
"1917","37053",23547
"1918","37055",33920
"1919","37057",162878
"1920","37059",41240
"1921","37061",58505
"1922","37063",267587
"1923","37065",56552
"1924","37067",350670
"1925","37069",60619
"1926","37071",206086
"1927","37073",12197
"1928","37075",8861
"1929","37077",59916
"1930","37079",21362
"1931","37081",488406
"1932","37083",54691
"1933","37085",114678
"1934","37087",59036
"1935","37089",106740
"1936","37091",24669
"1937","37093",46952
"1938","37095",5810
"1939","37097",159437
"1940","37099",40271
"1941","37101",168878
"1942","37103",10153
"1943","37105",57866
"1944","37107",59495
"1945","37109",78265
"1946","37111",44996
"1947","37113",33922
"1948","37115",20764
"1949","37117",24505
"1950","37119",919628
"1951","37121",15579
"1952","37123",27798
"1953","37125",88247
"1954","37127",95840
"1955","37129",202667
"1956","37131",22099
"1957","37133",177772
"1958","37135",133801
"1959","37137",13144
"1960","37139",40661
"1961","37141",52217
"1962","37143",13453
"1963","37145",39464
"1964","37147",168148
"1965","37149",20510
"1966","37151",141752
"1967","37153",46639
"1968","37155",134168
"1969","37157",93643
"1970","37159",138428
"1971","37161",67810
"1972","37163",63431
"1973","37165",36157
"1974","37167",60585
"1975","37169",47401
"1976","37171",73673
"1977","37173",13981
"1978","37175",33090
"1979","37177",4407
"1980","37179",201292
"1981","37181",45422
"1982","37183",900993
"1983","37185",20972
"1984","37187",13228
"1985","37189",51079
"1986","37191",122623
"1987","37193",69340
"1988","37195",81234
"1989","37197",38406
"1990","37199",17818
"1991","38001",2343
"1992","38003",11066
"1993","38005",6660
"1994","38007",783
"1995","38009",6429
"1996","38011",3151
"1997","38013",1968
"1998","38015",81308
"1999","38017",149778
"2000","38019",3993
"2001","38021",5289
"2002","38023",2071
"2003","38025",3536
"2004","38027",2385
"2005","38029",3550
"2006","38031",3343
"2007","38033",1680
"2008","38035",66861
"2009","38037",2394
"2010","38039",2420
"2011","38041",2477
"2012","38043",2435
"2013","38045",4139
"2014","38047",1990
"2015","38049",5395
"2016","38051",2809
"2017","38053",6360
"2018","38055",8962
"2019","38057",8424
"2020","38059",27471
"2021","38061",7673
"2022","38063",3126
"2023","38065",1846
"2024","38067",7413
"2025","38069",4357
"2026","38071",11451
"2027","38073",5457
"2028","38075",2470
"2029","38077",16321
"2030","38079",13937
"2031","38081",3829
"2032","38083",1321
"2033","38085",4153
"2034","38087",727
"2035","38089",24199
"2036","38091",1975
"2037","38093",21100
"2038","38095",2246
"2039","38097",8121
"2040","38099",11119
"2041","38101",61675
"2042","38103",4207
"2043","38105",22398
"2044","39001",28550
"2045","39003",106331
"2046","39005",53139
"2047","39007",101497
"2048","39009",64757
"2049","39011",45949
"2050","39013",70400
"2051","39015",44846
"2052","39017",368130
"2053","39019",28836
"2054","39021",40097
"2055","39023",138333
"2056","39025",197363
"2057","39027",42040
"2058","39029",107841
"2059","39031",36901
"2060","39033",43784
"2061","39035",1280122
"2062","39037",52959
"2063","39039",39037
"2064","39041",174214
"2065","39043",77079
"2066","39045",146156
"2067","39047",29030
"2068","39049",1163414
"2069","39051",42698
"2070","39053",30934
"2071","39055",93389
"2072","39057",161573
"2073","39059",40087
"2074","39061",802374
"2075","39063",74782
"2076","39065",32058
"2077","39067",15864
"2078","39069",28215
"2079","39071",43589
"2080","39073",29380
"2081","39075",42366
"2082","39077",59626
"2083","39079",33225
"2084","39081",69709
"2085","39083",60921
"2086","39085",230041
"2087","39087",62450
"2088","39089",166492
"2089","39091",45858
"2090","39093",301356
"2091","39095",441815
"2092","39097",43435
"2093","39099",238823
"2094","39101",66501
"2095","39103",172332
"2096","39105",23770
"2097","39107",40814
"2098","39109",102506
"2099","39111",14642
"2100","39113",535153
"2101","39115",15054
"2102","39117",34827
"2103","39119",86074
"2104","39121",14645
"2105","39123",41428
"2106","39125",19614
"2107","39127",36058
"2108","39129",55698
"2109","39131",28709
"2110","39133",161419
"2111","39135",42270
"2112","39137",34499
"2113","39139",124475
"2114","39141",78064
"2115","39143",60944
"2116","39145",79499
"2117","39147",56745
"2118","39149",49423
"2119","39151",375586
"2120","39153",541781
"2121","39155",210312
"2122","39157",92582
"2123","39159",52300
"2124","39161",28744
"2125","39163",13435
"2126","39165",212693
"2127","39167",61778
"2128","39169",114520
"2129","39171",37642
"2130","39173",125488
"2131","39175",22615
"2132","40001",22683
"2133","40003",5642
"2134","40005",14182
"2135","40007",5636
"2136","40009",22119
"2137","40011",11943
"2138","40013",42416
"2139","40015",29600
"2140","40017",115541
"2141","40019",47557
"2142","40021",46987
"2143","40023",15205
"2144","40025",2475
"2145","40027",255755
"2146","40029",5925
"2147","40031",124098
"2148","40033",6193
"2149","40035",15029
"2150","40037",69967
"2151","40039",27469
"2152","40041",41487
"2153","40043",4810
"2154","40045",4151
"2155","40047",60580
"2156","40049",27576
"2157","40051",52431
"2158","40053",4527
"2159","40055",6239
"2160","40057",2922
"2161","40059",3685
"2162","40061",12769
"2163","40063",14003
"2164","40065",26446
"2165","40067",6472
"2166","40069",10957
"2167","40071",46562
"2168","40073",15034
"2169","40075",9446
"2170","40077",11154
"2171","40079",50384
"2172","40081",34273
"2173","40083",41848
"2174","40085",9423
"2175","40087",34506
"2176","40089",33151
"2177","40091",20252
"2178","40093",7527
"2179","40095",15840
"2180","40097",41259
"2181","40099",13488
"2182","40101",70990
"2183","40103",11561
"2184","40105",10536
"2185","40107",12191
"2186","40109",718633
"2187","40111",40069
"2188","40113",47472
"2189","40115",31848
"2190","40117",16577
"2191","40119",77350
"2192","40121",45837
"2193","40123",37492
"2194","40125",69442
"2195","40127",11572
"2196","40129",3647
"2197","40131",86905
"2198","40133",25482
"2199","40135",42391
"2200","40137",45048
"2201","40139",20640
"2202","40141",7992
"2203","40143",603403
"2204","40145",73085
"2205","40147",50976
"2206","40149",11629
"2207","40151",8878
"2208","40153",20081
"2209","41001",16134
"2210","41003",85579
"2211","41005",375992
"2212","41007",37039
"2213","41009",49351
"2214","41011",63043
"2215","41013",20978
"2216","41015",22364
"2217","41017",157733
"2218","41019",107667
"2219","41021",1871
"2220","41023",7445
"2221","41025",7422
"2222","41027",22346
"2223","41029",203206
"2224","41031",21720
"2225","41033",82713
"2226","41035",66380
"2227","41037",7895
"2228","41039",351715
"2229","41041",46034
"2230","41043",116672
"2231","41045",31313
"2232","41047",315335
"2233","41049",11173
"2234","41051",735334
"2235","41053",75403
"2236","41055",1765
"2237","41057",25250
"2238","41059",75889
"2239","41061",25748
"2240","41063",7008
"2241","41065",25213
"2242","41067",529710
"2243","41069",1441
"2244","41071",99193
"2245","42001",101407
"2246","42003",1223348
"2247","42005",68941
"2248","42007",170539
"2249","42009",49762
"2250","42011",411442
"2251","42013",127089
"2252","42015",62622
"2253","42017",625249
"2254","42019",183862
"2255","42021",143679
"2256","42023",5085
"2257","42025",65249
"2258","42027",153990
"2259","42029",498886
"2260","42031",39988
"2261","42033",81642
"2262","42035",39238
"2263","42037",67295
"2264","42039",88765
"2265","42041",235406
"2266","42043",268100
"2267","42045",558979
"2268","42047",31946
"2269","42049",280566
"2270","42051",136606
"2271","42053",7716
"2272","42055",149618
"2273","42057",14845
"2274","42059",38686
"2275","42061",45913
"2276","42063",88880
"2277","42065",45200
"2278","42067",24636
"2279","42069",214437
"2280","42071",519445
"2281","42073",91108
"2282","42075",133568
"2283","42077",349497
"2284","42079",320918
"2285","42081",116111
"2286","42083",43450
"2287","42085",116638
"2288","42087",46682
"2289","42089",169842
"2290","42091",799874
"2291","42093",18267
"2292","42095",297735
"2293","42097",94528
"2294","42099",45969
"2295","42101",1526006
"2296","42103",57369
"2297","42105",17457
"2298","42107",148289
"2299","42109",39702
"2300","42111",77742
"2301","42113",6428
"2302","42115",43356
"2303","42117",41981
"2304","42119",44947
"2305","42121",54984
"2306","42123",41815
"2307","42125",207820
"2308","42127",52822
"2309","42129",365169
"2310","42131",28276
"2311","42133",434972
"2312","44001",49875
"2313","44003",166158
"2314","44005",82888
"2315","44007",626667
"2316","44009",126979
"2317","45001",25417
"2318","45003",160099
"2319","45005",10419
"2320","45007",187126
"2321","45009",15987
"2322","45011",22621
"2323","45013",162233
"2324","45015",177843
"2325","45017",15175
"2326","45019",350209
"2327","45021",55342
"2328","45023",33140
"2329","45025",46734
"2330","45027",34971
"2331","45029",38892
"2332","45031",68681
"2333","45033",32062
"2334","45035",136555
"2335","45037",26985
"2336","45039",23956
"2337","45041",136885
"2338","45043",60158
"2339","45045",451225
"2340","45047",69661
"2341","45049",21090
"2342","45051",269291
"2343","45053",24777
"2344","45055",61697
"2345","45057",76652
"2346","45059",66537
"2347","45061",19220
"2348","45063",262391
"2349","45065",10233
"2350","45067",33062
"2351","45069",28933
"2352","45071",37508
"2353","45073",74273
"2354","45075",92501
"2355","45077",119224
"2356","45079",384504
"2357","45081",19875
"2358","45083",284307
"2359","45085",107456
"2360","45087",28961
"2361","45089",34423
"2362","45091",226073
"2363","46003",2710
"2364","46005",17398
"2365","46007",3431
"2366","46009",7070
"2367","46011",31965
"2368","46013",36531
"2369","46015",5255
"2370","46017",1912
"2371","46019",10110
"2372","46021",1466
"2373","46023",9129
"2374","46025",3691
"2375","46027",13864
"2376","46029",27227
"2377","46031",4050
"2378","46033",8216
"2379","46035",19504
"2380","46037",5710
"2381","46039",4364
"2382","46041",5301
"2383","46043",3002
"2384","46045",4071
"2385","46047",7094
"2386","46049",2364
"2387","46051",7356
"2388","46053",4271
"2389","46055",1937
"2390","46057",5903
"2391","46059",3431
"2392","46061",3331
"2393","46063",1255
"2394","46065",17022
"2395","46067",7343
"2396","46069",1420
"2397","46071",3031
"2398","46073",2071
"2399","46075",1006
"2400","46077",5148
"2401","46079",11200
"2402","46081",24097
"2403","46083",44828
"2404","46085",3755
"2405","46087",5618
"2406","46089",2459
"2407","46091",4656
"2408","46093",25434
"2409","46095",2048
"2410","46097",2389
"2411","46099",169468
"2412","46101",6486
"2413","46103",100948
"2414","46105",2982
"2415","46107",2329
"2416","46109",10149
"2417","46111",2355
"2418","46113",13586
"2419","46115",6415
"2420","46117",2966
"2421","46119",1373
"2422","46121",9612
"2423","46123",5644
"2424","46125",8347
"2425","46127",14399
"2426","46129",5438
"2427","46135",22438
"2428","46137",2801
"2429","47001",75129
"2430","47003",45058
"2431","47005",16489
"2432","47007",12876
"2433","47009",123010
"2434","47011",98963
"2435","47013",40716
"2436","47015",13801
"2437","47017",28522
"2438","47019",57424
"2439","47021",39105
"2440","47023",17131
"2441","47025",32213
"2442","47027",7861
"2443","47029",35662
"2444","47031",52796
"2445","47033",14586
"2446","47035",56053
"2447","47037",626681
"2448","47039",11757
"2449","47041",18723
"2450","47043",49666
"2451","47045",38335
"2452","47047",38413
"2453","47049",17959
"2454","47051",41052
"2455","47053",49683
"2456","47055",29485
"2457","47057",22657
"2458","47059",68831
"2459","47061",13703
"2460","47063",62544
"2461","47065",336463
"2462","47067",6819
"2463","47069",27253
"2464","47071",26026
"2465","47073",56833
"2466","47075",18787
"2467","47077",27769
"2468","47079",32330
"2469","47081",24690
"2470","47083",8426
"2471","47085",18538
"2472","47087",11638
"2473","47089",51407
"2474","47091",18244
"2475","47093",432226
"2476","47095",7832
"2477","47097",27815
"2478","47099",41869
"2479","47101",12161
"2480","47103",33361
"2481","47105",48556
"2482","47107",52266
"2483","47109",26075
"2484","47111",22248
"2485","47113",98294
"2486","47115",28237
"2487","47117",30617
"2488","47119",80956
"2489","47121",11753
"2490","47123",44519
"2491","47125",172331
"2492","47127",6362
"2493","47129",21987
"2494","47131",31807
"2495","47133",22083
"2496","47135",7915
"2497","47137",5077
"2498","47139",16825
"2499","47141",72321
"2500","47143",31809
"2501","47145",54181
"2502","47147",66283
"2503","47149",262604
"2504","47151",22228
"2505","47153",14112
"2506","47155",89889
"2507","47157",927644
"2508","47159",19166
"2509","47161",13324
"2510","47163",156823
"2511","47165",160645
"2512","47167",61081
"2513","47169",7870
"2514","47171",18313
"2515","47173",19109
"2516","47175",5548
"2517","47177",39839
"2518","47179",122979
"2519","47181",17021
"2520","47183",35021
"2521","47185",25841
"2522","47187",183182
"2523","47189",113993
"2524","48001",58458
"2525","48003",14786
"2526","48005",86771
"2527","48007",23158
"2528","48009",9054
"2529","48011",1901
"2530","48013",44911
"2531","48015",28417
"2532","48017",7165
"2533","48019",20485
"2534","48021",74171
"2535","48023",3726
"2536","48025",31861
"2537","48027",310235
"2538","48029",1714773
"2539","48031",10497
"2540","48033",641
"2541","48035",18212
"2542","48037",92565
"2543","48039",313166
"2544","48041",194851
"2545","48043",9232
"2546","48045",1637
"2547","48047",7223
"2548","48049",38106
"2549","48051",17187
"2550","48053",42750
"2551","48055",38066
"2552","48057",21381
"2553","48059",13544
"2554","48061",406220
"2555","48063",12401
"2556","48065",6182
"2557","48067",30464
"2558","48069",8062
"2559","48071",35096
"2560","48073",50845
"2561","48075",7041
"2562","48077",10752
"2563","48079",3127
"2564","48081",3320
"2565","48083",8895
"2566","48085",782341
"2567","48087",3057
"2568","48089",20874
"2569","48091",108472
"2570","48093",13974
"2571","48095",4087
"2572","48097",38437
"2573","48099",75388
"2574","48101",1505
"2575","48103",4375
"2576","48105",3719
"2577","48107",6059
"2578","48109",2398
"2579","48111",6703
"2580","48113",2368139
"2581","48115",13833
"2582","48117",19372
"2583","48119",5231
"2584","48121",662614
"2585","48123",20097
"2586","48125",2444
"2587","48127",9996
"2588","48129",3677
"2589","48131",11782
"2590","48133",18583
"2591","48135",137130
"2592","48137",2002
"2593","48139",149610
"2594","48141",800647
"2595","48143",37890
"2596","48145",17866
"2597","48147",33915
"2598","48149",24554
"2599","48151",3974
"2600","48153",6446
"2601","48155",1336
"2602","48157",585375
"2603","48159",10605
"2604","48161",19816
"2605","48163",17217
"2606","48165",17526
"2607","48167",291309
"2608","48169",6461
"2609","48171",24837
"2610","48173",1226
"2611","48175",7210
"2612","48177",19807
"2613","48179",22535
"2614","48181",120877
"2615","48183",121730
"2616","48185",26604
"2617","48187",131533
"2618","48189",36273
"2619","48191",3353
"2620","48193",8517
"2621","48195",5613
"2622","48197",4139
"2623","48199",54635
"2624","48201",4092459
"2625","48203",65631
"2626","48205",6062
"2627","48207",5899
"2628","48209",157107
"2629","48211",3807
"2630","48213",78532
"2631","48215",774769
"2632","48217",35089
"2633","48219",22935
"2634","48221",51182
"2635","48223",35161
"2636","48225",23732
"2637","48227",35012
"2638","48229",3476
"2639","48231",86129
"2640","48233",22150
"2641","48235",1599
"2642","48237",9044
"2643","48239",14075
"2644","48241",35710
"2645","48243",2342
"2646","48245",252273
"2647","48247",5300
"2648","48249",40838
"2649","48251",150934
"2650","48253",20202
"2651","48255",14824
"2652","48257",103350
"2653","48259",33410
"2654","48261",416
"2655","48263",808
"2656","48265",49625
"2657","48267",4607
"2658","48269",286
"2659","48271",3598
"2660","48273",32061
"2661","48275",3719
"2662","48277",49793
"2663","48279",13977
"2664","48281",19677
"2665","48283",6886
"2666","48285",19263
"2667","48287",16612
"2668","48289",16801
"2669","48291",75643
"2670","48293",23384
"2671","48295",3302
"2672","48297",11531
"2673","48299",19301
"2674","48301",82
"2675","48303",278831
"2676","48305",5915
"2677","48307",8283
"2678","48309",234906
"2679","48311",707
"2680","48313",13664
"2681","48315",10546
"2682","48317",4799
"2683","48319",4012
"2684","48321",36702
"2685","48323",54258
"2686","48325",46006
"2687","48327",2242
"2688","48329",136872
"2689","48331",24757
"2690","48333",4936
"2691","48335",9403
"2692","48337",19719
"2693","48339",455746
"2694","48341",21904
"2695","48343",12934
"2696","48345",1210
"2697","48347",64524
"2698","48349",47735
"2699","48351",14445
"2700","48353",15216
"2701","48355",340223
"2702","48357",10223
"2703","48359",2052
"2704","48361",81837
"2705","48363",28111
"2706","48365",23796
"2707","48367",116927
"2708","48369",10269
"2709","48371",15507
"2710","48373",45413
"2711","48375",121073
"2712","48377",7818
"2713","48379",10914
"2714","48381",120725
"2715","48383",3367
"2716","48385",3309
"2717","48387",12860
"2718","48389",13783
"2719","48391",7383
"2720","48393",929
"2721","48395",16622
"2722","48397",78337
"2723","48399",10501
"2724","48401",53330
"2725","48403",10834
"2726","48405",8865
"2727","48407",26384
"2728","48409",64804
"2729","48411",6131
"2730","48413",3461
"2731","48415",16921
"2732","48417",3378
"2733","48419",25448
"2734","48421",3034
"2735","48423",209714
"2736","48425",8490
"2737","48427",60968
"2738","48429",9630
"2739","48431",1143
"2740","48433",1490
"2741","48435",4128
"2742","48437",7854
"2743","48439",1809034
"2744","48441",131506
"2745","48443",984
"2746","48445",12651
"2747","48447",1641
"2748","48449",32334
"2749","48451",110224
"2750","48453",1024266
"2751","48455",14585
"2752","48457",21766
"2753","48459",39309
"2754","48461",3355
"2755","48463",26405
"2756","48465",48879
"2757","48467",52579
"2758","48469",86793
"2759","48471",67861
"2760","48473",43205
"2761","48475",10658
"2762","48477",33718
"2763","48479",250304
"2764","48481",41280
"2765","48483",5410
"2766","48485",131500
"2767","48487",13535
"2768","48489",22134
"2769","48491",422679
"2770","48493",42918
"2771","48495",7110
"2772","48497",59127
"2773","48499",41964
"2774","48501",7879
"2775","48503",18550
"2776","48505",14018
"2777","48507",11677
"2778","49001",6629
"2779","49003",49975
"2780","49005",112656
"2781","49007",21403
"2782","49009",1059
"2783","49011",306479
"2784","49013",18607
"2785","49015",10976
"2786","49017",5172
"2787","49019",9225
"2788","49021",46163
"2789","49023",10246
"2790","49025",7125
"2791","49027",12503
"2792","49029",9469
"2793","49031",1556
"2794","49033",2264
"2795","49035",1029655
"2796","49037",14746
"2797","49039",27822
"2798","49041",20802
"2799","49043",36324
"2800","49045",58218
"2801","49047",32588
"2802","49049",516564
"2803","49051",23530
"2804","49053",138115
"2805","49055",2778
"2806","49057",231236
"2807","50001",36821
"2808","50003",37125
"2809","50005",31227
"2810","50007",156545
"2811","50009",6306
"2812","50011",47746
"2813","50013",6970
"2814","50015",24475
"2815","50017",28936
"2816","50019",27231
"2817","50021",61642
"2818","50023",59534
"2819","50025",44513
"2820","50027",56670
"2821","51001",33164
"2822","51003",98970
"2823","51005",16250
"2824","51007",12690
"2825","51009",32353
"2826","51011",14973
"2827","51013",207627
"2828","51015",73750
"2829","51017",4731
"2830","51019",68676
"2831","51021",6824
"2832","51023",33148
"2833","51025",17434
"2834","51027",24098
"2835","51029",17146
"2836","51031",54842
"2837","51033",28545
"2838","51035",30042
"2839","51036",7256
"2840","51037",12586
"2841","51041",316236
"2842","51043",14034
"2843","51045",5190
"2844","51047",46689
"2845","51049",10052
"2846","51051",15903
"2847","51053",28001
"2848","51057",11151
"2849","51059",1081726
"2850","51061",65203
"2851","51063",15279
"2852","51065",25691
"2853","51067",56159
"2854","51069",78305
"2855","51071",17286
"2856","51073",36858
"2857","51075",21717
"2858","51077",15533
"2859","51079",18403
"2860","51081",12243
"2861","51083",36241
"2862","51085",99863
"2863","51087",306935
"2864","51089",54151
"2865","51091",2321
"2866","51093",35270
"2867","51095",67009
