"","geoid","pop2010"
"2868","51097",6945
"2869","51099",23584
"2870","51101",15935
"2871","51103",11391
"2872","51105",25587
"2873","51107",312311
"2874","51109",33153
"2875","51111",12914
"2876","51113",13308
"2877","51115",8978
"2878","51117",32727
"2879","51119",10959
"2880","51121",94392
"2881","51125",15020
"2882","51127",18429
"2883","51131",12389
"2884","51133",12330
"2885","51135",15853
"2886","51137",33481
"2887","51139",24042
"2888","51141",18490
"2889","51143",63506
"2890","51145",28046
"2891","51147",23368
"2892","51149",35725
"2893","51153",402002
"2894","51155",34872
"2895","51157",7373
"2896","51159",9254
"2897","51161",92376
"2898","51163",22307
"2899","51165",76314
"2900","51167",28897
"2901","51169",23177
"2902","51171",41993
"2903","51173",32208
"2904","51175",18570
"2905","51177",122397
"2906","51179",128961
"2907","51181",7058
"2908","51183",12087
"2909","51185",45078
"2910","51187",37575
"2911","51191",54876
"2912","51193",17454
"2913","51195",41452
"2914","51197",29235
"2915","51199",65464
"2916","51510",139966
"2917","51515",6222
"2918","51520",17835
"2919","51530",6650
"2920","51540",43475
"2921","51550",222209
"2922","51570",17411
"2923","51580",5961
"2924","51590",43055
"2925","51595",5927
"2926","51600",22565
"2927","51610",12332
"2928","51620",8582
"2929","51630",24286
"2930","51640",7042
"2931","51650",137436
"2932","51660",48914
"2933","51670",22591
"2934","51678",7042
"2935","51680",75568
"2936","51683",37821
"2937","51685",14273
"2938","51690",13821
"2939","51700",180719
"2940","51710",242803
"2941","51720",3958
"2942","51730",32420
"2943","51735",12150
"2944","51740",95535
"2945","51750",16408
"2946","51760",204214
"2947","51770",97032
"2948","51775",24802
"2949","51790",23746
"2950","51800",84585
"2951","51810",437994
"2952","51820",21006
"2953","51830",14068
"2954","51840",26203
"2955","53001",18728
"2956","53003",21623
"2957","53005",175177
"2958","53007",72453
"2959","53009",71404
"2960","53011",425363
"2961","53013",4078
"2962","53015",102410
"2963","53017",38431
"2964","53019",7551
"2965","53021",78163
"2966","53023",2266
"2967","53025",89120
"2968","53027",72797
"2969","53029",78506
"2970","53031",29872
"2971","53033",1931249
"2972","53035",251133
"2973","53037",40915
"2974","53039",20318
"2975","53041",75455
"2976","53043",10570
"2977","53045",60699
"2978","53047",41120
"2979","53049",20920
"2980","53051",13001
"2981","53053",795225
"2982","53055",15769
"2983","53057",116901
"2984","53059",11066
"2985","53061",713335
"2986","53063",471221
"2987","53065",43531
"2988","53067",252264
"2989","53069",3978
"2990","53071",58781
"2991","53073",201140
"2992","53075",44776
"2993","53077",243231
"2994","54001",16589
"2995","54003",104169
"2996","54005",24629
"2997","54007",14523
"2998","54009",24069
"2999","54011",96319
"3000","54013",7627
"3001","54015",9386
"3002","54017",8202
"3003","54019",46039
"3004","54021",8693
"3005","54023",11937
"3006","54025",35480
"3007","54027",23964
"3008","54029",30676
"3009","54031",14025
"3010","54033",69099
"3011","54035",29211
"3012","54037",53498
"3013","54039",193063
"3014","54041",16372
"3015","54043",21720
"3016","54045",36743
"3017","54047",22113
"3018","54049",56418
"3019","54051",33107
"3020","54053",27324
"3021","54055",62264
"3022","54057",28212
"3023","54059",26839
"3024","54061",96189
"3025","54063",13502
"3026","54065",17541
"3027","54067",26233
"3028","54069",44443
"3029","54071",7695
"3030","54073",7605
"3031","54075",8719
"3032","54077",33520
"3033","54079",55486
"3034","54081",78859
"3035","54083",29405
"3036","54085",10449
"3037","54087",14926
"3038","54089",13927
"3039","54091",16895
"3040","54093",7141
"3041","54095",9208
"3042","54097",24254
"3043","54099",42481
"3044","54101",9154
"3045","54103",16583
"3046","54105",5717
"3047","54107",86956
"3048","54109",23796
"3049","55001",20875
"3050","55003",16157
"3051","55005",45870
"3052","55007",15014
"3053","55009",248007
"3054","55011",13587
"3055","55013",15457
"3056","55015",48971
"3057","55017",62415
"3058","55019",34690
"3059","55021",56833
"3060","55023",16644
"3061","55025",488073
"3062","55027",88759
"3063","55029",27785
"3064","55031",44159
"3065","55033",43857
"3066","55035",98736
"3067","55037",4423
"3068","55039",101633
"3069","55041",9304
"3070","55043",51208
"3071","55045",36842
"3072","55047",19051
"3073","55049",23687
"3074","55051",5916
"3075","55053",20449
"3076","55055",83686
"3077","55057",26664
"3078","55059",166426
"3079","55061",20574
"3080","55063",114638
"3081","55065",16836
"3082","55067",19977
"3083","55069",28743
"3084","55071",81442
"3085","55073",134063
"3086","55075",41749
"3087","55077",15404
"3088","55078",4232
"3089","55079",947735
"3090","55081",44673
"3091","55083",37660
"3092","55085",35998
"3093","55087",176695
"3094","55089",86395
"3095","55091",7469
"3096","55093",41019
"3097","55095",44205
"3098","55097",70019
"3099","55099",14159
"3100","55101",195408
"3101","55103",18021
"3102","55105",160331
"3103","55107",14755
"3104","55109",84345
"3105","55111",61976
"3106","55113",16557
"3107","55115",41949
"3108","55117",115507
"3109","55119",20689
"3110","55121",28816
"3111","55123",29773
"3112","55125",21430
"3113","55127",102228
"3114","55129",15911
"3115","55131",131887
"3116","55133",389891
"3117","55135",52410
"3118","55137",24496
"3119","55139",166994
"3120","55141",74749
"3121","56001",36299
"3122","56003",11668
"3123","56005",46133
"3124","56007",15885
"3125","56009",13833
"3126","56011",7083
"3127","56013",40123
"3128","56015",13249
"3129","56017",4812
"3130","56019",8569
"3131","56021",91738
"3132","56023",18106
"3133","56025",75450
"3134","56027",2484
"3135","56029",28205
"3136","56031",8667
"3137","56033",29116
"3138","56035",10247
"3139","56037",43806
"3140","56039",21294
"3141","56041",21118
"3142","56043",8533
"3143","56045",7208
"3144","72001",19483
"3145","72003",41959
"3146","72005",60949
"3147","72007",28659
"3148","72009",25900
"3149","72011",29261
"3150","72013",96440
"3151","72015",19575
"3152","72017",24816
"3153","72019",30318
"3154","72021",208116
"3155","72023",50917
"3156","72025",142893
"3157","72027",35159
"3158","72029",47648
"3159","72031",176762
"3160","72033",28140
"3161","72035",48119
"3162","72037",13631
"3163","72039",18782
"3164","72041",43480
"3165","72043",40512
"3166","72045",20778
"3167","72047",37142
"3168","72049",1818
"3169","72051",38165
"3170","72053",36993
"3171","72054",12680
"3172","72055",19427
"3173","72057",45362
"3174","72059",21581
"3175","72061",97924
"3176","72063",45369
"3177","72065",41953
"3178","72067",17250
"3179","72069",58466
"3180","72071",45631
"3181","72073",16642
"3182","72075",50747
"3183","72077",40290
"3184","72079",25753
"3185","72081",30753
"3186","72083",9881
"3187","72085",38675
"3188","72087",30060
"3189","72089",20068
"3190","72091",44113
"3191","72093",6276
"3192","72095",12225
"3193","72097",89080
"3194","72099",40109
"3195","72101",32610
"3196","72103",26720
"3197","72105",30402
"3198","72107",23423
"3199","72109",19277
"3200","72111",24282
"3201","72113",166327
"3202","72115",25919
"3203","72117",15200
"3204","72119",54304
"3205","72121",25265
"3206","72123",31078
"3207","72125",35527
"3208","72127",395326
"3209","72129",41058
"3210","72131",42430
"3211","72133",23274
"3212","72135",74066
"3213","72137",89609
"3214","72139",74842
"3215","72141",33149
"3216","72143",39951
"3217","72145",59662
"3218","72147",9301
"3219","72149",26073
"3220","72151",37941
"3221","72153",42043
